# CryptoQuant Multi-Asset Export
# Generated: 2026-06-15T16:38:33.415Z
# Days: 365
# Assets: btc,eth,xrp,sol,ada,doge,ltc,trx,bch,etc,avax,dot,atom,matic,bnb,link,uni,aave,shib,usdt,usdc


# ₿ BTC · OHLCV
date,value
"2026-05-15","14358.89399714"
"2026-05-14","14396.96423814"
"2026-05-13","14409.55161614"
"2026-05-12","14454.20235414"
"2026-05-11","14453.31293614"
"2026-05-10","14505.79459914"
"2026-05-09","14519.69721214"
"2026-05-08","14520.47697514"
"2026-05-07","14565.51284614"
"2026-05-06","14595.65414614"
"2026-05-05","14601.51708614"
"2026-05-04","14602.02595514"
"2026-05-03","14606.70692214"
"2026-05-02","14606.63470814"
"2026-05-01","14604.51928114"
"2026-04-30","14601.86906314"
"2026-04-29","14596.59564414"
"2026-04-28","14612.86504914"
"2026-04-27","14668.69520314"
"2026-04-26","14675.47934114"
"2026-04-25","14676.26199314"
"2026-04-24","14675.60840014"
"2026-04-23","14768.24641814"
"2026-04-22","14678.32149914"
"2026-04-21","14695.02498414"
"2026-04-20","14695.61440314"
"2026-04-19","14711.86295914"
"2026-04-18","14706.30382614"
"2026-04-17","14705.92337514"
"2026-04-16","14749.43190214"
"2026-04-15","14749.89165014"
"2026-04-14","14742.59347214"
"2026-04-13","15008.01217514"
"2026-04-12","15027.23301214"
"2026-04-11","15026.15871214"
"2026-04-10","15026.84339814"
"2026-04-09","14993.72279814"
"2026-04-08","15020.88475914"
"2026-04-07","15012.39795714"
"2026-04-06","15012.22433614"
"2026-04-05","14999.97207714"
"2026-04-04","15001.31359614"
"2026-04-03","14995.46974614"
"2026-04-02","14994.66775214"
"2026-04-01","15047.53937314"
"2026-03-31","15042.39724414"
"2026-03-30","15017.62064514"
"2026-03-29","15019.72704214"
"2026-03-28","15011.45908614"
"2026-03-27","15039.39921314"
"2026-03-26","15061.04816614"
"2026-03-25","15067.77796114"
"2026-03-24","15053.95500314"
"2026-03-23","15043.09415314"
"2026-03-22","14887.43825314"
"2026-03-21","14866.14934514"
"2026-03-20","14868.24137014"
"2026-03-19","14879.52600614"
"2026-03-18","14879.24845014"
"2026-03-17","15062.02660814"
"2026-03-16","15155.30588014"
"2026-03-15","15306.42997314"
"2026-03-14","15323.94425314"
"2026-03-13","15321.78036914"
"2026-03-12","15381.49744614"
"2026-03-11","15358.20877614"
"2026-03-10","15371.91102514"
"2026-03-09","15462.42956714"
"2026-03-08","15428.52188614"
"2026-03-07","15406.86369114"
"2026-03-06","15384.09681714"
"2026-03-05","15427.21546414"
"2026-03-04","15504.10417214"
"2026-03-03","15537.96661714"
"2026-03-02","15630.78098641"
"2026-03-01","15653.29123781"
"2026-02-28","15649.52108232"
"2026-02-27","15638.53639278"
"2026-02-26","15655.94709312"
"2026-02-25","15691.07873699"
"2026-02-24","15711.61294833"
"2026-02-23","15697.29523362"
"2026-02-22","15585.60116128"
"2026-02-21","15588.09469168"
"2026-02-20","15588.32070417"
"2026-02-19","15542.6447497"
"2026-02-18","15545.35271744"
"2026-02-17","15581.3296693"
"2026-02-16","15580.69908905"
"2026-02-15","15578.48669461"
"2026-02-14","15578.77221892"
"2026-02-13","15568.63146554"
"2026-02-12","15541.79622331"
"2026-02-11","15541.76210916"
"2026-02-10","15537.04243696"
"2026-02-09","15537.37362498"
"2026-02-08","15537.86589315"
"2026-02-07","15547.63432845"
"2026-02-06","15612.36010512"
"2026-02-05","15337.93348994"
"2026-02-04","15387.88580872"
"2026-02-03","15410.95691463"
"2026-02-02","15537.70864499"
"2026-02-01","15529.92614297"
"2026-01-31","15432.6519007"
"2026-01-30","15338.35385846"
"2026-01-29","15344.94524321"
"2026-01-28","15344.06044097"
"2026-01-27","15348.71490535"
"2026-01-26","15355.397111"
"2026-01-25","15374.91339388"
"2026-01-24","15372.16222084"
"2026-01-23","15372.55470343"
"2026-01-22","15376.41113035"
"2026-01-21","15366.03597042"
"2026-01-20","15410.0742155"
"2026-01-19","15412.26117576"
"2026-01-18","15448.62065453"
"2026-01-17","15448.52087735"
"2026-01-16","15446.81138641"
"2026-01-15","15446.43108058"
"2026-01-14","15473.33483782"
"2026-01-13","15460.35513646"
"2026-01-12","15475.44317522"
"2026-01-11","15451.47534053"
"2026-01-10","15454.06939599"
"2026-01-09","15459.21521475"
"2026-01-08","15464.65436469"
"2026-01-07","15486.2121339"
"2026-01-06","15504.25166279"
"2026-01-05","15497.04464484"
"2026-01-04","15493.21617871"
"2026-01-03","15488.90912764"
"2026-01-02","15490.77671384"
"2026-01-01","15533.78642188"
"2025-12-31","15537.33482817"
"2025-12-30","15562.26655031"
"2025-12-29","15549.89142732"
"2025-12-28","15549.83986026"
"2025-12-27","15550.99094978"
"2025-12-26","15549.29581299"
"2025-12-25","15549.12356257"
"2025-12-24","15550.10254931"
"2025-12-23","15550.87799722"
"2025-12-22","15564.43155285"
"2025-12-21","15567.46723778"
"2025-12-20","15579.02176166"
"2025-12-19","15581.11008363"
"2025-12-18","15562.13605803"
"2025-12-17","15564.26637661"
"2025-12-16","15572.8581976"
"2025-12-15","15612.17217365"
"2025-12-14","15595.69847677"
"2025-12-13","15595.16163137"
"2025-12-12","15594.93330509"
"2025-12-11","15604.43080103"
"2025-12-10","15700.30317491"
"2025-12-09","15698.28286261"
"2025-12-08","15713.70457933"
"2025-12-07","15726.80524753"
"2025-12-06","15732.28074504"
"2025-12-05","15733.31941438"
"2025-12-04","15752.5560126"
"2025-12-03","15751.53172555"
"2025-12-02","15775.92400475"
"2025-12-01","15777.38222863"
"2025-11-30","15940.21222039"
"2025-11-29","15947.26184673"
"2025-11-28","16221.09105453"
"2025-11-27","16190.90217715"
"2025-11-26","16233.90516322"
"2025-11-25","16240.48568987"
"2025-11-24","16236.22674989"
"2025-11-23","16236.45148502"
"2025-11-22","16251.23848807"
"2025-11-21","16252.31706838"
"2025-11-20","16210.21189672"
"2025-11-19","16170.49479022"
"2025-11-18","26620.7926569"
"2025-11-17","48827.07643996"
"2025-11-16","48810.15414195"
"2025-11-15","48796.76950447"
"2025-11-14","48796.69358062"
"2025-11-13","48745.50039223"
"2025-11-12","48734.18810923"
"2025-11-11","48739.32817469"
"2025-11-10","48750.23580875"
"2025-11-09","48753.15832957"
"2025-11-08","48740.57803976"
"2025-11-07","48744.75277447"
"2025-11-06","48774.26236513"
"2025-11-05","48770.37419531"
"2025-11-04","48783.5462564"
"2025-11-03","48824.58430688"
"2025-11-02","48827.41946934"
"2025-11-01","48829.82256763"
"2025-10-31","48810.9196198"
"2025-10-30","48770.12208997"
"2025-10-29","48766.92353762"
"2025-10-28","48750.42323133"
"2025-10-27","48776.85832447"
"2025-10-26","48806.93323146"
"2025-10-25","48796.84472851"
"2025-10-24","48800.61345461"
"2025-10-23","48796.3772118"
"2025-10-22","48788.06133566"
"2025-10-21","48809.65637961"
"2025-10-20","48858.06336915"
"2025-10-19","48840.47403579"
"2025-10-18","48818.74527464"
"2025-10-17","48815.59250331"
"2025-10-16","48882.18961764"
"2025-10-15","48996.52417367"
"2025-10-14","48991.67433008"
"2025-10-13","48989.11770192"
"2025-10-12","49062.28215365"
"2025-10-11","49119.45046096"
"2025-10-10","49131.9664131"
"2025-10-09","49124.12848619"
"2025-10-08","49085.19757198"
"2025-10-07","49110.65213839"
"2025-10-06","49075.43247019"
"2025-10-05","49082.33498222"
"2025-10-04","49074.56173477"
"2025-10-03","49055.19495178"
"2025-10-02","49008.34508421"
"2025-10-01","49002.30617821"
"2025-09-30","49069.60926477"
"2025-09-29","49026.6623534"
"2025-09-28","49256.37443814"
"2025-09-27","49261.08454694"
"2025-09-26","49267.29141371"
"2025-09-25","49233.10441887"
"2025-09-24","49238.51202246"
"2025-09-23","49265.74569686"
"2025-09-22","49260.34868739"
"2025-09-21","49288.58914858"
"2025-09-20","49289.16261505"
"2025-09-19","49271.24322933"
"2025-09-18","49257.63603876"
"2025-09-17","49248.35333614"
"2025-09-16","49254.58001254"
"2025-09-15","49254.69809096"
"2025-09-14","49216.95061814"
"2025-09-13","49211.11646723"
"2025-09-12","49203.24442072"
"2025-09-11","49224.48451684"
"2025-09-10","49258.49314537"
"2025-09-09","49258.44357812"
"2025-09-08","49338.8388769"
"2025-09-07","49355.2068135"
"2025-09-06","49335.96666263"
"2025-09-05","49329.07800198"
"2025-09-04","49293.66984348"
"2025-09-03","49282.672799"
"2025-09-02","49263.68433827"
"2025-09-01","49236.41767509"
"2025-08-31","49253.064357"
"2025-08-30","49253.58525756"
"2025-08-29","49249.77118403"
"2025-08-28","49199.05884655"
"2025-08-27","49180.15406686"
"2025-08-26","49210.14485369"
"2025-08-25","49095.28121187"
"2025-08-24","49075.18104779"
"2025-08-23","49081.76420893"
"2025-08-22","49085.03379832"
"2025-08-21","49134.3983747"
"2025-08-20","49141.50297284"
"2025-08-19","49130.91536631"
"2025-08-18","49133.70392131"
"2025-08-17","49279.77733674"
"2025-08-16","49297.33584025"
"2025-08-15","49328.71125283"
"2025-08-14","49289.24305252"
"2025-08-13","49264.78894042"
"2025-08-12","49421.18937028"
"2025-08-11","49438.11717939"
"2025-08-10","49444.73376562"
"2025-08-09","49443.26882124"
"2025-08-08","49433.24854665"
"2025-08-07","49426.75219842"
"2025-08-06","49415.34299168"
"2025-08-05","49427.84498189"
"2025-08-04","49434.77328288"
"2025-08-03","49469.26946824"
"2025-08-02","49494.67993111"
"2025-08-01","49541.09717834"
"2025-07-31","49571.56543357"
"2025-07-30","49544.71230931"
"2025-07-29","49550.51342547"
"2025-07-28","49557.73731058"
"2025-07-27","49628.42100455"
"2025-07-26","49620.21362682"
"2025-07-25","49600.01121251"
"2025-07-24","49651.83063547"
"2025-07-23","49627.10727774"
"2025-07-22","49635.26250456"
"2025-07-21","49679.53711883"
"2025-07-20","49734.62440499"
"2025-07-19","49737.07536471"
"2025-07-18","49731.11191768"
"2025-07-17","49734.03809508"
"2025-07-16","49782.33366895"
"2025-07-15","49804.29299568"
"2025-07-14","49776.04014053"
"2025-07-13","49688.9971493"
"2025-07-12","49694.23764728"
"2025-07-11","49714.47508141"
"2025-07-10","49682.09094601"
"2025-07-09","49697.69229178"
"2025-07-08","49654.39840675"
"2025-07-07","49655.88378587"
"2025-07-06","49649.18474624"
"2025-07-05","49637.20036407"
"2025-07-04","49638.64021454"
"2025-07-03","49657.47462195"
"2025-07-02","49636.9748737"
"2025-07-01","49707.01346841"
"2025-06-30","49650.42485866"
"2025-06-29","49655.51342545"
"2025-06-28","49651.68322511"
"2025-06-27","50026.69217272"
"2025-06-26","50015.70376167"
"2025-06-25","50019.33750262"
"2025-06-24","49943.19259596"
"2025-06-23","50030.16115508"
"2025-06-22","50141.56011147"
"2025-06-21","50171.31790909"
"2025-06-20","50174.60281651"
"2025-06-19","50181.800526"
"2025-06-18","50194.92344846"
"2025-06-17","50219.05001767"
"2025-06-16","50234.66216357"

# ₿ BTC · Exchange Reserve [deribit]
date,value
"2026-06-15","317.83425411"
"2026-06-14","362.51046711"
"2026-06-13","347.77838811"
"2026-06-12","949.31224911"
"2026-06-11","350.02437611"
"2026-06-10","134.75644011"
"2026-06-09","148.61741011"
"2026-06-08","145.02523011"
"2026-06-07","135.12312011"
"2026-06-06","120.23426111"
"2026-06-05","306.44625211"
"2026-06-04","125.17507211"
"2026-06-03","152.22773211"
"2026-06-02","446.14287511"
"2026-06-01","183.71502611"
"2026-05-31","127.05283211"
"2026-05-30","127.76172811"
"2026-05-29","190.30881111"
"2026-05-28","308.33855711"
"2026-05-27","641.80935711"
"2026-05-26","264.39978311"
"2026-05-25","240.91614611"
"2026-05-24","189.28505611"
"2026-05-23","190.27454111"
"2026-05-22","102.12781811"
"2026-05-21","335.71907211"
"2026-05-20","306.82768711"
"2026-05-19","424.10517711"
"2026-05-18","478.61109111"
"2026-05-17","374.26647511"
"2026-05-16","368.51568811"
"2026-05-15","317.70736111"
"2026-05-14","416.14907411"
"2026-05-13","332.61223411"
"2026-05-12","321.73799611"
"2026-05-11","249.75598711"
"2026-05-10","264.23133311"
"2026-05-09","278.87634311"
"2026-05-08","346.52382811"
"2026-05-07","272.81690811"
"2026-05-06","341.76580511"
"2026-05-05","249.59460611"
"2026-05-04","267.06417111"
"2026-05-03","219.17340411"
"2026-05-02","202.32447711"
"2026-05-01","367.34003711"
"2026-04-30","249.63321711"
"2026-04-29","240.19471611"
"2026-04-28","280.40563411"
"2026-04-27","241.02745311"
"2026-04-26","308.48174111"
"2026-04-25","335.77598911"
"2026-04-24","272.25726511"
"2026-04-23","241.49975211"
"2026-04-22","284.63480011"
"2026-04-21","164.72449211"
"2026-04-20","175.86995711"
"2026-04-19","209.48323211"
"2026-04-18","231.64642611"
"2026-04-17","251.11411911"
"2026-04-16","212.57890911"
"2026-04-15","94.82516011"
"2026-04-14","168.41043611"
"2026-04-13","156.85635111"
"2026-04-12","220.33920011"
"2026-04-11","311.31029811"
"2026-04-10","238.90692411"
"2026-04-09","129.13637411"
"2026-04-08","197.13415411"
"2026-04-07","243.31763311"
"2026-04-06","162.53562211"
"2026-04-05","256.58898211"
"2026-04-04","195.41361111"
"2026-04-03","241.24038311"
"2026-04-02","289.60917011"
"2026-04-01","201.53698111"
"2026-03-31","125.39864911"
"2026-03-30","222.40070211"
"2026-03-29","224.29064411"
"2026-03-28","293.24828211"
"2026-03-27","215.43185911"
"2026-03-26","208.81560511"
"2026-03-25","156.83420611"
"2026-03-24","211.09011111"
"2026-03-23","286.17292311"
"2026-03-22","377.83468811"
"2026-03-21","360.70845211"
"2026-03-20","414.10163911"
"2026-03-19","231.04238011"
"2026-03-18","197.52647811"
"2026-03-17","244.43828711"
"2026-03-16","196.92283411"
"2026-03-15","213.02412411"
"2026-03-14","114.10922611"
"2026-03-13","133.41979911"
"2026-03-12","182.00182811"
"2026-03-11","218.90316211"
"2026-03-10","247.49782711"
"2026-03-09","139.63983111"
"2026-03-08","302.16543911"
"2026-03-07","319.78908011"
"2026-03-06","409.50328811"
"2026-03-05","232.97289711"
"2026-03-04","349.25498511"
"2026-03-03","116.97531511"
"2026-03-02","195.44769703"
"2026-03-01","239.87180732"
"2026-02-28","222.68838838"
"2026-02-27","258.62237933"
"2026-02-26","93.14341727"
"2026-02-25","243.97243271"
"2026-02-24","260.72568757"
"2026-02-23","253.63918677"
"2026-02-22","235.42605439"
"2026-02-21","150.94624616"
"2026-02-20","194.55077744"
"2026-02-19","353.07747178"
"2026-02-18","305.18116605"
"2026-02-17","345.3506827"
"2026-02-16","281.12759284"
"2026-02-15","361.23629471"
"2026-02-14","321.4247268"
"2026-02-13","118.09552946"
"2026-02-12","144.30965918"
"2026-02-11","216.49392446"
"2026-02-10","152.4732787"
"2026-02-09","243.89803536"
"2026-02-08","248.92195585"
"2026-02-07","181.86020033"
"2026-02-06","262.33266753"
"2026-02-05","287.81298663"
"2026-02-04","289.169763"
"2026-02-03","275.09717425"
"2026-02-02","343.74341564"
"2026-02-01","916.85746147"
"2026-01-31","1826.57728789"
"2026-01-30","1184.81105628"
"2026-01-29","733.62304018"
"2026-01-28","621.05368668"
"2026-01-27","596.24645366"
"2026-01-26","726.32003435"
"2026-01-25","667.64040688"
"2026-01-24","632.31791203"
"2026-01-23","654.46820704"
"2026-01-22","3092.61646381"
"2026-01-21","3123.50493207"
"2026-01-20","3143.18255773"
"2026-01-19","645.94492669"
"2026-01-18","875.95137395"
"2026-01-17","321.96949198"
"2026-01-16","479.29441587"
"2026-01-15","860.70382231"
"2026-01-14","1025.67996063"
"2026-01-13","1425.98208242"
"2026-01-12","673.9819829"
"2026-01-11","631.25855782"
"2026-01-10","636.65115285"
"2026-01-09","714.22650788"
"2026-01-08","1363.93246348"
"2026-01-07","1336.08597437"
"2026-01-06","1300.69025871"
"2026-01-05","1323.24539242"
"2026-01-04","1086.84485102"
"2026-01-03","1052.86004807"
"2026-01-02","1056.83986089"
"2026-01-01","808.2959601"
"2025-12-31","569.07091755"
"2025-12-30","1495.99846715"
"2025-12-29","1690.98760873"
"2025-12-28","1250.94865933"
"2025-12-27","1239.5393695"
"2025-12-26","1355.87049771"
"2025-12-25","716.04489692"
"2025-12-24","926.86704726"
"2025-12-23","810.68420357"
"2025-12-22","861.45216267"
"2025-12-21","738.80570239"
"2025-12-20","737.56307066"
"2025-12-19","746.02276545"
"2025-12-18","763.97838411"
"2025-12-17","704.22185233"
"2025-12-16","718.82912118"
"2025-12-15","645.06670496"
"2025-12-14","661.80673521"
"2025-12-13","662.8734246"
"2025-12-12","592.4889595"
"2025-12-11","654.14345877"
"2025-12-10","290.10500148"
"2025-12-09","403.26504773"
"2025-12-08","522.82911986"
"2025-12-07","602.19653843"
"2025-12-06","612.48176089"
"2025-12-05","732.04851146"
"2025-12-04","592.74305495"
"2025-12-03","523.77957409"
"2025-12-02","809.08311143"
"2025-12-01","282.86725811"
"2025-11-30","602.95405038"
"2025-11-29","762.27918559"
"2025-11-28","1097.98184104"
"2025-11-27","626.31014752"
"2025-11-26","475.93217747"
"2025-11-25","592.68532053"
"2025-11-24","816.04511792"
"2025-11-23","1490.15361315"
"2025-11-22","1524.78137792"
"2025-11-21","1326.63391412"
"2025-11-20","1210.17432017"
"2025-11-19","832.221369"
"2025-11-18","798.48173212"
"2025-11-17","1018.63335156"
"2025-11-16","2258.85552328"
"2025-11-15","2174.00441303"
"2025-11-14","2175.4169848"
"2025-11-13","1911.81167967"
"2025-11-12","685.72106917"
"2025-11-11","620.09646529"
"2025-11-10","478.80773322"
"2025-11-09","572.91643789"
"2025-11-08","605.24806448"
"2025-11-07","607.78557112"
"2025-11-06","446.12134658"
"2025-11-05","370.62200451"
"2025-11-04","854.48815649"
"2025-11-03","731.22106493"
"2025-11-02","768.56228149"
"2025-11-01","755.16919361"
"2025-10-31","650.30728089"
"2025-10-30","944.88490168"
"2025-10-29","955.20272021"
"2025-10-28","969.57226529"
"2025-10-27","916.00200331"
"2025-10-26","806.52703212"
"2025-10-25","791.01214275"
"2025-10-24","664.04912445"
"2025-10-23","619.90273599"
"2025-10-22","710.14494691"
"2025-10-21","773.21485936"
"2025-10-20","2507.18972201"
"2025-10-19","2275.4832758"
"2025-10-18","2151.2651983"
"2025-10-17","2162.42099031"
"2025-10-16","2277.66547119"
"2025-10-15","2058.99640111"
"2025-10-14","2251.02882596"
"2025-10-13","1773.14996285"
"2025-10-12","1875.98723912"
"2025-10-11","1797.70182225"
"2025-10-10","1776.34469313"
"2025-10-09","1642.25040841"
"2025-10-08","1138.09928517"
"2025-10-07","835.7279888"
"2025-10-06","864.06516728"
"2025-10-05","648.98267579"
"2025-10-04","433.82688267"
"2025-10-03","689.07605839"
"2025-10-02","14273.76580397"
"2025-10-01","28232.26410492"
"2025-09-30","32836.48144984"
"2025-09-29","32855.65417016"
"2025-09-28","32862.26036324"
"2025-09-27","32833.43403467"
"2025-09-26","32867.2224966"
"2025-09-25","33928.46928978"
"2025-09-24","33420.63551544"
"2025-09-23","33485.41542236"
"2025-09-22","33594.77255473"
"2025-09-21","33880.09769359"
"2025-09-20","33877.00028871"
"2025-09-19","33898.71741901"
"2025-09-18","34155.95129113"
"2025-09-17","33905.39153049"
"2025-09-16","33895.62542262"
"2025-09-15","33937.5825183"
"2025-09-14","33968.56884956"
"2025-09-13","33844.96414592"
"2025-09-12","33851.40450841"
"2025-09-11","33905.22749619"
"2025-09-10","33911.83504849"
"2025-09-09","33649.23132537"
"2025-09-08","33705.70639644"
"2025-09-07","33758.02840859"
"2025-09-06","33900.78399205"
"2025-09-05","33910.80089716"
"2025-09-04","34087.25718602"
"2025-09-03","33607.67915817"
"2025-09-02","33523.42541229"
"2025-09-01","33389.64904438"
"2025-08-31","33553.94738838"
"2025-08-30","33513.64501837"
"2025-08-29","33539.05012792"
"2025-08-28","33889.07583178"
"2025-08-27","34057.75161267"
"2025-08-26","34047.64213206"
"2025-08-25","34131.30108238"
"2025-08-24","34300.31302143"
"2025-08-23","34296.10538433"
"2025-08-22","34204.63389695"
"2025-08-21","34101.93339747"
"2025-08-20","33911.16097977"
"2025-08-19","34067.62392834"
"2025-08-18","34053.23857302"
"2025-08-17","34137.90588742"
"2025-08-16","34129.45016917"
"2025-08-15","34223.78298358"
"2025-08-14","33991.49249311"
"2025-08-13","33854.59860497"
"2025-08-12","33876.9604944"
"2025-08-11","33820.67079519"
"2025-08-10","33834.51380671"
"2025-08-09","33797.28893373"
"2025-08-08","33784.51701233"
"2025-08-07","33906.48719585"
"2025-08-06","33670.14213883"
"2025-08-05","33762.75569649"
"2025-08-04","33739.79730245"
"2025-08-03","33928.95964239"
"2025-08-02","33878.10814883"
"2025-08-01","33853.69334494"
"2025-07-31","33912.06427161"
"2025-07-30","33810.40312871"
"2025-07-29","33637.31327609"
"2025-07-28","33652.30635806"
"2025-07-27","33887.9629297"
"2025-07-26","33918.06368364"
"2025-07-25","34146.01717022"
"2025-07-24","34353.42960444"
"2025-07-23","34849.81251167"
"2025-07-22","34766.6437218"
"2025-07-21","34905.39837532"
"2025-07-20","34968.48420157"
"2025-07-19","34920.84246582"
"2025-07-18","34970.77828781"
"2025-07-17","34973.64451591"
"2025-07-16","35064.83609897"
"2025-07-15","34871.027433"
"2025-07-14","34857.15352276"
"2025-07-13","34765.52600588"
"2025-07-12","34726.45393297"
"2025-07-11","34812.84639795"
"2025-07-10","34920.73774831"
"2025-07-09","34774.99947731"
"2025-07-08","34783.30036496"
"2025-07-07","34724.47454876"
"2025-07-06","34730.04402891"
"2025-07-05","34734.31571898"
"2025-07-04","34714.61719509"
"2025-07-03","34808.53421802"
"2025-07-02","34545.54128013"
"2025-07-01","34432.65186292"
"2025-06-30","34074.55584113"
"2025-06-29","34221.29987621"
"2025-06-28","34256.40218013"
"2025-06-27","34245.35370442"
"2025-06-26","34690.70357352"
"2025-06-25","34748.27977042"
"2025-06-24","34764.73518175"
"2025-06-23","34733.00279165"
"2025-06-22","34917.78802737"
"2025-06-21","34276.33603215"
"2025-06-20","34211.3392668"
"2025-06-19","34208.97653657"
"2025-06-18","34670.26029697"
"2025-06-17","35031.73998536"
"2025-06-16","35150.26880056"

# ₿ BTC · Exchange Netflow
date,value
"2026-06-15","76.677255"
"2026-06-14","-660.895251"
"2026-06-13","-984.605444"
"2026-06-12","-3538.650598"
"2026-06-11","-18.983887"
"2026-06-10","-1920.369492"
"2026-06-09","-1499.365714"
"2026-06-08","-3072.28561"
"2026-06-07","-247.591521"
"2026-06-06","-1475.822007"
"2026-06-05","-4679.875733"
"2026-06-04","5570.509052"
"2026-06-03","2843.634214"
"2026-06-02","5913.5204"
"2026-06-01","3606.702609"
"2026-05-31","1051.737547"
"2026-05-30","1888.873632"
"2026-05-29","2638.370072"
"2026-05-28","4334.277393"
"2026-05-27","5647.43559"
"2026-05-26","1544.048947"
"2026-05-25","1217.135109"
"2026-05-24","905.290056"
"2026-05-23","-677.624463"
"2026-05-22","1207.374362"
"2026-05-21","2290.932401"
"2026-05-20","725.445983"
"2026-05-19","6445.777473"
"2026-05-18","8056.675611"
"2026-05-17","553.196471"
"2026-05-16","109.95885"
"2026-05-15","-8055.172944"
"2026-05-14","3668.469896"
"2026-05-13","3800.647649"
"2026-05-12","-569.847694"
"2026-05-11","3397.34522"
"2026-05-10","-1756.722616"
"2026-05-09","-82.792504"
"2026-05-08","2659.298089"
"2026-05-07","-1348.000291"
"2026-05-06","113.525072"
"2026-05-05","-267.920319"
"2026-05-04","-6577.380942"
"2026-05-03","-446.616116"
"2026-05-02","-704.702884"
"2026-05-01","-372.386774"
"2026-04-30","6909.398846"
"2026-04-29","119.244092"
"2026-04-28","2728.304628"
"2026-04-27","9915.792367"
"2026-04-26","335.616139"
"2026-04-25","-6862.090885"
"2026-04-24","1616.805102"
"2026-04-23","-1266.568927"
"2026-04-22","-2326.752836"
"2026-04-21","-5946.497048"
"2026-04-20","-2603.227718"
"2026-04-19","1346.410086"
"2026-04-18","-145.378333"
"2026-04-17","3296.743207"
"2026-04-16","-4394.608351"
"2026-04-15","-10732.748483"
"2026-04-14","-4775.56987"
"2026-04-13","-7826.039941"
"2026-04-12","198.061026"
"2026-04-11","-575.963078"
"2026-04-10","-5405.830368"
"2026-04-09","-2534.468726"
"2026-04-08","2393.531335"
"2026-04-07","-3148.045454"
"2026-04-06","4157.45932"
"2026-04-05","675.057564"
"2026-04-04","-1269.179208"
"2026-04-03","-691.451339"
"2026-04-02","-821.631813"
"2026-04-01","-3563.48719"
"2026-03-31","735.213187"
"2026-03-30","3616.704477"
"2026-03-29","1318.515143"
"2026-03-28","885.937487"
"2026-03-27","211.660312"
"2026-03-26","1692.194602"
"2026-03-25","-4951.659726"
"2026-03-24","-1916.647249"
"2026-03-23","-7817.808245"
"2026-03-22","-8452.48475"
"2026-03-21","255.818247"
"2026-03-20","183.038294"
"2026-03-19","-1878.09827"
"2026-03-18","-3060.130776"
"2026-03-17","-3562.072463"
"2026-03-16","-18923.246343"
"2026-03-15","12590.41268"
"2026-03-14","894.533292"
"2026-03-13","-4659.419827"
"2026-03-12","-10275.00946"
"2026-03-11","-9503.500451"
"2026-03-10","-5227.670155"
"2026-03-09","46.617717"
"2026-03-08","511.433494"
"2026-03-07","518.194823"
"2026-03-06","-253.354314"
"2026-03-05","-5652.981676"
"2026-03-04","-5760.815461"
"2026-03-03","-3594.52019951"
"2026-03-02","-4433.33721569"
"2026-03-01","-312.84433924"
"2026-02-28","-1704.6302909"
"2026-02-27","-1485.90341542"
"2026-02-26","-4927.97581958"
"2026-02-25","-5218.21083623"
"2026-02-24","-3345.91125952"
"2026-02-23","-698.8652977"
"2026-02-22","456.2192551"
"2026-02-21","792.10072675"
"2026-02-20","4297.64935849"
"2026-02-19","912.7864223"
"2026-02-18","-6174.40672466"
"2026-02-17","2016.46787231"
"2026-02-16","-336.4801348"
"2026-02-15","-880.16285699"
"2026-02-14","4635.49242551"
"2026-02-13","2710.21946072"
"2026-02-12","7859.96368228"
"2026-02-11","3153.78364466"
"2026-02-10","-1929.60167086"
"2026-02-09","-10655.41935056"
"2026-02-08","-3804.50085807"
"2026-02-07","-925.85716742"
"2026-02-06","-3305.14910293"
"2026-02-05","3170.07593593"
"2026-02-04","5921.23573534"
"2026-02-03","-4359.33108738"
"2026-02-02","2137.47834099"
"2026-02-01","3725.86055161"
"2026-01-31","12991.53161322"
"2026-01-30","5717.19846939"
"2026-01-29","1674.53568845"
"2026-01-28","2105.72851202"
"2026-01-27","635.30129925"
"2026-01-26","-3102.14622245"
"2026-01-25","920.96329235"
"2026-01-24","649.84561953"
"2026-01-23","-2616.98744976"
"2026-01-22","3552.33458131"
"2026-01-21","3716.22798678"
"2026-01-20","10438.28503701"
"2026-01-19","-193.37153171"
"2026-01-18","272.37002115"
"2026-01-17","-1282.60551747"
"2026-01-16","2163.06261033"
"2026-01-15","-3616.95751042"
"2026-01-14","-6889.98002302"
"2026-01-13","-2834.6334904"
"2026-01-12","2161.02399347"
"2026-01-11","1773.78522786"
"2026-01-10","49.31669051"
"2026-01-09","916.24342512"
"2026-01-08","1091.26005039"
"2026-01-07","3323.84684535"
"2026-01-06","-1724.53291866"
"2026-01-05","-5230.47367646"
"2026-01-04","-363.0321072"
"2026-01-03","767.65927026"
"2026-01-02","1191.07290286"
"2026-01-01","61.1184911"
"2025-12-31","-5749.51584165"
"2025-12-30","-5133.11398555"
"2025-12-29","745.91724558"
"2025-12-28","356.20436927"
"2025-12-27","-240.37215284"
"2025-12-26","18139.23150563"
"2025-12-25","98.76690107"
"2025-12-24","-770.44735836"
"2025-12-23","-2991.5035108"
"2025-12-22","-1643.60482368"
"2025-12-21","-508.29642012"
"2025-12-20","298.4582276"
"2025-12-19","-1224.48798066"
"2025-12-18","4264.65212191"
"2025-12-17","7990.85076797"
"2025-12-16","1694.92396298"
