id,territory,class,season_relevant,U,R,C,rank,state,path
SML-14,07-HANDOFF,DOC_RUNTIME_DISCREPANCY,true,2,2,3,4.6,open,07-HANDOFF/GAP-VERIFY-IDENTITY-STOP-2026-09-08.md
SML-16,07-HANDOFF,OPEN_WORK,true,2,2,3,4.6,open,07-HANDOFF/EX1-CRITERION-OWNER-QUESTION-2026-09-07.md
F-048,06-EVIDENCE,DEBT_HIDDEN,false,1,3,5,4.0,open,F:/backup/06-EVIDENCE/OCTOPUS-OWNER-BOARD-2026-08-24/MISSING-WIRING-50-2026-09-03.md
F-076,06-EVIDENCE,OPEN_WORK,false,1,3,4,3.8,open,F:/backup/06-EVIDENCE/UNWIRED-effect-zero-2026-08-16.md + UNWIRED-http8765
F-077,06-EVIDENCE,OPEN_WORK,false,1,3,4,3.8,open,F:/backup/06-EVIDENCE/COMMIT-GAP-2026-08-20.md
F-078,06-EVIDENCE,OPEN_WORK,false,1,3,4,3.8,open,F:/backup/06-EVIDENCE/HOURLY-PUSH-EMPTY-ERR-2026-08-18.md
F-087,lanes,OPEN_WORK,false,1,3,4,3.8,open,F:/backup/09-LANES/N-ALIVE-RUNBOOK-20260905/LANE-REPORT.md
F-096,lanes,OPEN_WORK,false,1,3,4,3.8,open,F:/backup/09-LANES/OCTOPUS-HARDWARE-ENROLLMENT-20260915/LANE-REPORT.md
INB-5,00 - Inbox,SEASON_LEFTOVER,true,3,1,4,3.8,open,F:/backup/00 - Inbox/2026-09-15 SENTINEL — LAPTOP-BACK 2026-09-15T084837Z.md
SE-9,06-EVIDENCE (season sweep),SEASON_LEFTOVER,true,3,1,4,3.8,open,"06-EVIDENCE (git 686550b, 2026-09-15)"
SE-11,06-EVIDENCE (season sweep),SEASON_LEFTOVER,true,3,1,4,3.8,open,06-EVIDENCE (git 40a84a0 and ff2ec4a)
F-032,06-EVIDENCE,OPEN_WORK,false,1,3,3,3.6,open,F:/backup/06-EVIDENCE/OCTOPUS-OWNER-BOARD-2026-08-24/CURRENT-TRUTH.md
F-054,lanes,ABANDONED_PLAN,false,1,3,3,3.6,open,F:/backup/09-LANES/DEEP-SCAN-10ASPECTS-20260907/LANE-REPORT.md
F-063,carried-misc,DEBT_HIDDEN,false,1,3,3,3.6,open,"F:/backup/tests/contract/vbaa/ (+vbaa-check, pair-f-p1, pair-f-p2)"
F-066,lanes,OPEN_WORK,false,1,3,3,3.6,open,F:/backup/09-LANES/H9-TESTBATTERY-20260909/LANE-REPORT.md + h9_status.json
F-072,06-EVIDENCE,OPEN_WORK,false,1,3,3,3.6,open,F:/backup/06-EVIDENCE/OCTOPUS-OWNER-BOARD-2026-08-24/CURRENT-TRUTH.md
F-075,06-EVIDENCE,ABANDONED_PLAN,false,1,3,3,3.6,open,F:/backup/06-EVIDENCE/OCTOPUS-L191-FINDINGS-2026-08-28.md
F-089,carried-misc,OPEN_WORK,false,1,3,3,3.6,open,F:/backup/02-DECISIONS/DECISIONS.md
F-037,06-EVIDENCE,OPEN_WORK,false,1,3,2,3.4,open,F:/backup/06-EVIDENCE/C-042..C-046-2026-08-20.md + STATE-RECHECK
F-062,carried-misc,DEBT_HIDDEN,false,1,3,2,3.4,open,F:/backup/03 - Projects/OFN-Board/ofn/adapters/platforms/base.py:43 (+2 mirrors)
F-055,lanes,DOC_RUNTIME_DISCREPANCY,false,1,2,5,3.0,open,F:/backup/09-LANES/OCTOPUS-BODY-ADAPTATION-NEXT-20260915/NEXT-ACTIONS.json
F-088,lanes,OPEN_WORK,false,1,2,5,3.0,open,F:/backup/09-LANES/Q-QUALITY-SWARM-20260908/LANE-REPORT.md
ARC-3,archive-cluster,SEASON_LEFTOVER,true,2,1,5,3.0,open,F:/backup/99-ARCHIVE/archive_wt-w1-free-20260910/09-LANES/W1-FREE/EVIDENCE.md
4D-5,4D-Vault,DOC_RUNTIME_DISCREPANCY,false,1,2,5,3.0,open,4D-Vault/00-MOC/MOC-سیستم.md
4D-25,4d_system,DOC_RUNTIME_DISCREPANCY,false,1,2,5,3.0,open,4d_system/outputs/control_plane/_reports/channel_doctor.md
4D-28,4d_system,DEBT_HIDDEN,false,1,2,5,3.0,open,4d_system/PROJECT_STATE.md
INB-6,00 - Inbox,DOC_RUNTIME_DISCREPANCY,false,1,2,5,3.0,open,F:/backup/00 - Inbox/2026-08-22-Board2-M4-status-for-Obsidian.md
KN-1,07 - Knowledge,DOC_RUNTIME_DISCREPANCY,false,2,1,5,3.0,open,F:/backup/07 - Knowledge/genome-system/plan.yaml
PRJ-12,03 - Projects,DOC_RUNTIME_DISCREPANCY,false,2,1,5,3.0,open,F:/backup/03 - Projects/Accounting/VERDICT_QUEUE.md
F-081,lanes,DOC_RUNTIME_DISCREPANCY,false,1,2,4,2.8,open,F:/backup/09-LANES/D-S0-HUNT/LANE-REPORT.md
F-090,carried-misc,RULING_UNEXECUTED,false,1,2,4,2.8,open,F:/backup/02-DECISIONS/PRE-REG-*.md
4D-2,4D-Vault,SEASON_LEFTOVER,true,1,2,4,2.8,open,4D-Vault/02-مدل-SOG/مدل-خطی-گاوسی.md
4D-8,4D-Vault,DEBT_HIDDEN,false,1,2,4,2.8,open,4D-Vault/02-مدل-SOG/مدل-خطی-گاوسی.md
4D-15,4D-Vault,DEBT_HIDDEN,false,1,2,4,2.8,open,4D-Vault/07-تحلیل-پژوهش/🔍-auto-physical-Damped-oscillator-20260711-085638.md
ARC-5,archive-cluster,DEBT_HIDDEN,false,2,1,4,2.8,open,F:/backup/_Archive/worktree-rescue-2026-07-24/c3fix-verify/untracked/00 - Inbox/AGENT_QUESTIONS.md
GEX-6,_github-export,DOC_RUNTIME_DISCREPANCY,false,1,2,4,2.8,open,F:/backup/_github-export/ofn-node/docs
INB-9,00 - Inbox,OPEN_WORK,false,2,1,4,2.8,open,F:/backup/00 - Inbox/2026-08-12 HANDOFF — Session Evening for Next Agent.md
INB-10,00 - Inbox,RULING_UNEXECUTED,false,2,1,4,2.8,open,F:/backup/00 - Inbox/Prompt - مگاپرامپت تعمیر شکاف‌های اختاپوس (2026-07-29).md
INB-15,00 - Inbox,OPEN_WORK,false,2,1,4,2.8,open,F:/backup/00 - Inbox/2026-08-17 MORNING-CARDS.md
OPS-17,_ops,OPEN_WORK,false,2,1,4,2.8,open,_ops/CHECKLIST-100-improvements-2026-08-01.md
OPS-24,_ops,DOC_RUNTIME_DISCREPANCY,false,1,2,4,2.8,open,_ops/wiring.py
OPS-26,_ops,OPEN_WORK,false,1,2,4,2.8,open,_ops/CAPABILITY-JOURNAL.md
OPS-27,_ops,OPEN_WORK,false,1,2,4,2.8,open,_ops/BETA-ALLOWLIST.md
PRJ-7,03 - Projects,OPEN_WORK,false,1,2,4,2.8,open,F:/backup/03 - Projects/WLOS - Weight Loss OS/PROJECT.md
PRJ-17,03 - Projects,DOC_RUNTIME_DISCREPANCY,false,1,2,4,2.8,open,F:/backup/03 - Projects/NBB-Control-Plane/VERDICT_QUEUE.md
F-060,06-EVIDENCE,DOC_RUNTIME_DISCREPANCY,false,1,2,3,2.6,open,F:/backup/06-EVIDENCE/FUGU-BIZ-SPRINT-2026-08-24/lab/gateway/brainport/providers/deepseek.py:21
F-079,06-EVIDENCE,OPEN_WORK,false,1,2,3,2.6,open,F:/backup/06-EVIDENCE/OCTOPUS-L191-FORENSIC-DEBUG-2026-08-28.md
F-093,surfaces,ABANDONED_PLAN,false,1,2,3,2.6,open,F:/backup/01 - Dashboard/PARALLEL-AGENTS-CONSOLIDATION-2026-07-18.md
SE-2,01 - Dashboard (season sweep),SEASON_LEFTOVER,true,2,1,3,2.6,open,01 - Dashboard/OCTOPUS-VITAL-DATA-2026-09-08.md
SE-10,06-EVIDENCE (season sweep),SEASON_LEFTOVER,true,2,1,3,2.6,open,06-EVIDENCE (git 48575c2)
SE-13,07-HANDOFF (season sweep),SEASON_LEFTOVER,true,2,1,3,2.6,open,07-HANDOFF/OWNER-DIRECTIVE-2026-09-11-MAKE-DONE.md
GEX-8,_github-export,OPEN_WORK,false,2,1,3,2.6,open,F:/backup/_github-export/ofn-node/HANDOFF.md
OPS-16,_ops,DOC_RUNTIME_DISCREPANCY,false,1,2,3,2.6,open,_ops/state/EXTERNAL_ACTIONS.json
OPS-22,_ops,DEBT_HIDDEN,false,1,2,3,2.6,open,_ops/HEALTH-BASELINE-2026-07-18.md
RT-11,runtime,ABANDONED,false,2,1,3,2.6,open,E:/germline/FOR-BOARD-ACTION-NEEDED.md
SML-4,06-RISKS,OPEN_WORK,false,1,2,3,2.6,open,06-RISKS/OPEN-GATES.md
SML-8,01-TRUTH,DOC_RUNTIME_DISCREPANCY,true,2,1,3,2.6,open,01-TRUTH/SEASON-5-2026-09-04.md
SML-11,PRE-0,ABANDONED,false,2,1,3,2.6,open,PRE-0/EXECUTION-BOARD.md
F-058,surfaces,ABANDONED_PLAN,false,1,2,2,2.4,open,F:/backup/01 - Dashboard/OCTOPUS-VITAL-DATA-2026-09-08.md
F-059,lanes,ABANDONED_PLAN,false,1,2,2,2.4,open,F:/backup/09-LANES/L8/LANE-REPORT.md
F-061,lanes,DEBT_HIDDEN,false,1,2,2,2.4,open,F:/backup/09-LANES/MP-OPERATORS-01-20260909/worktree/tests/test_h1_buysw.py:14
F-067,lanes,ABANDONED_PLAN,false,1,2,2,2.4,open,F:/backup/09-LANES/QD-LAB-GENERALIZATION-20260908/LANE-REPORT.md
F-092,surfaces,ABANDONED_PLAN,false,1,2,2,2.4,open,F:/backup/08-PLANS/OCTOPUS-AI-LANDSCAPE-RESEARCH-MEGAPROMPT-2026-08-28.md
F-094,lanes,ABANDONED_PLAN,false,1,2,2,2.4,open,F:/backup/09-LANES/N3V2-MATH-20260505T031103Z/LANE-REPORT.md
