mode,seed,gen,evals,new_cells,admissions,surviving_offspring,reused_parent_ids,n_elites,coverage,center_free_coverage,n_center_free,n_boundary_elites,qd_score,normalized_qd,mean_fitness,max_fitness,bd_entropy,bd_spread
full,11,355,34336,2,17,17,170,3506,0.85595703125,0.9335381178441776,3581,163,2947.8205168796717,0.7196827433788261,0.8407930738390392,0.9851345871576351,5.977961361085217,0.5232674690708691
full,11,356,34432,2,15,15,170,3508,0.8564453125,0.9340966210555711,3581,163,2950.199452645944,0.7202635382436386,0.8409918622137811,0.9851345871576351,5.977993782087347,0.5308255213110865
full,11,357,34528,1,16,16,172,3509,0.856689453125,0.9343758726612678,3581,163,2952.1800836557886,0.7207470907362765,0.8413166382604128,0.9851345871576351,5.978017840552004,0.5241582085335561
full,11,358,34624,2,19,19,161,3511,0.857177734375,0.9349343758726613,3581,163,2954.526133311425,0.7213198567654846,0.8415055919428723,0.9851345871576351,5.978029226529433,0.5190373367755691
full,11,359,34720,1,28,28,171,3512,0.857421875,0.935213627478358,3581,163,2957.494911233942,0.7220446560629741,0.8421113072989583,0.9851345871576351,5.97808616138202,0.5298915380095011
full,11,360,34816,3,18,18,172,3515,0.858154296875,0.9360513822954482,3581,163,2960.952049237807,0.722888683895949,0.8423761164261186,0.9851345871576351,5.978174208172764,0.527057884489226
full,11,361,34912,2,12,12,168,3517,0.858642578125,0.9366098855068417,3581,163,2963.0612157602454,0.7234036171289662,0.8424967915155659,0.9851345871576351,5.97824026224861,0.5260049642860338
full,11,362,35008,3,18,18,177,3520,0.859375,0.9374476403239319,3581,163,2966.1370850724043,0.724154561785255,0.8426525809864784,0.9851345871576351,5.978284710379539,0.5213256925870506
full,11,363,35104,2,9,9,168,3522,0.85986328125,0.9380061435353253,3581,163,2968.1670991663086,0.7246501706948996,0.8427504540506271,0.9851345871576351,5.978275754764541,0.5151731481743088
full,11,364,35200,0,13,13,171,3522,0.85986328125,0.9380061435353253,3581,163,2968.7324829573076,0.7247882038469989,0.8429109832360329,0.9851345871576351,5.978275754764541,0.5280466353490632
full,11,365,35296,2,15,15,171,3524,0.8603515625,0.9385646467467188,3581,163,2971.3725274618646,0.7254327459623693,0.8431817614818004,0.9851345871576351,5.97833506012087,0.5216277535489073
full,11,366,35392,4,16,16,164,3528,0.861328125,0.9394024015638089,3581,164,2975.3738992861186,0.7264096433804,0.8433599487772445,0.9851345871576351,5.9783677827058455,0.5225032390091395
full,11,367,35488,1,18,18,170,3529,0.861572265625,0.9396816531695057,3581,164,2978.0034215840105,0.7270516165976588,0.8438660871589715,0.9851345871576351,5.978342753157488,0.5277066689924303
full,11,368,35584,3,11,11,165,3532,0.8623046875,0.940519407986596,3581,164,2981.089206603128,0.7278049820808418,0.8440229916769898,0.9851345871576351,5.978448415936374,0.5265072377771618
full,11,369,35680,1,14,14,165,3533,0.862548828125,0.9407986595922927,3581,164,2982.5282439316475,0.7281563095536249,0.84419140784932,0.9851345871576351,5.978498994294219,0.5295144381205483
full,11,370,35776,0,14,14,160,3533,0.862548828125,0.9407986595922927,3581,164,2983.9619548326573,0.7285063366290667,0.8445972133689944,0.9851345871576351,5.978498994294219,0.5314938617590255
full,11,371,35872,3,13,13,169,3536,0.86328125,0.9416364144093828,3581,164,2986.8852440500095,0.7292200302856469,0.8447073653987583,0.9851345871576351,5.978612654716719,0.5297307625750767
full,11,372,35968,3,18,18,163,3539,0.864013671875,0.9424741692264731,3581,164,2989.618753311819,0.7298873909452683,0.8447637053720879,0.9851345871576351,5.978699510641929,0.5217771277025443
full,11,373,36064,2,21,21,168,3541,0.864501953125,0.9430326724378665,3581,164,2992.425222432104,0.7305725640703379,0.8450791365241751,0.9851345871576351,5.978991181810105,0.5272100729174282
full,11,374,36160,1,20,20,169,3542,0.86474609375,0.9433119240435632,3581,164,2994.7514900509664,0.7311405005007242,0.8454973150906173,0.9851345871576351,5.978988639040221,0.5248716557575852
full,11,375,36256,1,17,17,171,3543,0.864990234375,0.94359117564926,3581,164,2996.591805316641,0.7315897962198831,0.8457780991579569,0.9851345871576351,5.978958358678956,0.5288600876490446
full,11,376,36352,0,11,11,170,3543,0.864990234375,0.94359117564926,3581,164,2997.356877313287,0.7317765813753142,0.8459940381917265,0.9851345871576351,5.978958358678956,0.5348682104572396
full,11,377,36448,3,17,17,173,3546,0.86572265625,0.9444289304663502,3581,164,3000.809771086257,0.7326195730191057,0.8462520505037386,0.9851345871576351,5.979026640156355,0.521653846659675
full,11,378,36544,0,11,11,169,3546,0.86572265625,0.9444289304663502,3581,164,3001.950297437782,0.732898021835396,0.8465736879407169,0.9851345871576351,5.979026640156355,0.5276164898314728
full,11,379,36640,2,16,16,175,3548,0.8662109375,0.9449874336777436,3581,164,3004.815230623202,0.7335974684138676,0.8469039545161223,0.9851345871576351,5.979015671134636,0.5205378755910925
full,11,380,36736,2,8,8,172,3550,0.86669921875,0.9455459368891371,3581,164,3007.1201217216035,0.7341601859671884,0.8470760906258038,0.9851345871576351,5.979041733107341,0.5283643085283316
full,11,381,36832,3,18,18,159,3553,0.867431640625,0.9463836917062273,3581,164,3010.426097438929,0.734967308945051,0.8472913305485306,0.9851345871576351,5.97922878861085,0.5277341682652477
full,11,382,36928,1,11,11,160,3554,0.86767578125,0.946662943311924,3581,164,3011.9113645620605,0.7353299229887843,0.8474708397754813,0.9851345871576351,5.979199792937427,0.5234824258820157
full,11,383,37024,1,13,13,160,3555,0.867919921875,0.9469421949176208,3581,164,3013.5280100293676,0.7357246118235761,0.8476872039463762,0.9851345871576351,5.979164274656156,0.5286897980063507
full,11,384,37120,0,10,10,161,3555,0.867919921875,0.9469421949176208,3581,164,3014.2907352544426,0.7359108240367291,0.847901753939365,0.9851345871576351,5.979164274656156,0.5261786633340919
full,11,385,37216,1,18,18,176,3556,0.8681640625,0.9472214465233175,3581,164,3015.8441136684037,0.7362900668135751,0.8481001444511821,0.9851345871576351,5.979156175835122,0.5255125105269012
full,11,386,37312,1,15,15,168,3557,0.868408203125,0.9475006981290143,3581,164,3017.627049061663,0.7367253537748201,0.8483629600960537,0.9851345871576351,5.979162554782869,0.521933853130647
full,11,387,37408,3,17,17,172,3560,0.869140625,0.9480592013404077,3581,165,3021.293006920123,0.7376203630176081,0.8486778109326188,0.9851345871576351,5.979520671743183,0.5239610199675
full,11,388,37504,0,15,15,165,3560,0.869140625,0.9480592013404077,3581,165,3022.337639801468,0.7378754003421553,0.8489712471352439,0.9851345871576351,5.979520671743183,0.5169857858738888
full,11,389,37600,1,10,10,165,3561,0.869384765625,0.9483384529461044,3581,165,3023.8935354930727,0.7382552576887385,0.8491697656537693,0.9851345871576351,5.979582018604937,0.5229624742595991
full,11,390,37696,3,15,15,177,3564,0.8701171875,0.9491762077631947,3581,165,3026.820738920054,0.7389699069629038,0.8492763016049534,0.9851345871576351,5.979633795350197,0.5245622027516263
full,11,391,37792,1,18,18,169,3565,0.870361328125,0.9494554593688914,3581,165,3028.7931902600612,0.7394514624658353,0.8495913577167072,0.9851345871576351,5.979655788119187,0.5187132143851721
full,11,392,37888,0,11,11,174,3565,0.870361328125,0.9494554593688914,3581,165,3029.9351380243356,0.7397302583067226,0.8499116796702204,0.9851345871576351,5.979655788119187,0.5245875087842247
full,11,393,37984,1,14,14,162,3566,0.87060546875,0.9497347109745881,3581,165,3031.6858962581623,0.7401576895161529,0.8501643006893332,0.9851345871576351,5.979648710448603,0.5262083280755611
full,11,394,38080,4,18,17,167,3570,0.87158203125,0.9508517173973751,3581,165,3035.929439418737,0.74119371079559,0.8504004031985257,0.9851345871576351,5.9797419151976285,0.523149678801381
full,11,395,38176,1,13,13,165,3571,0.871826171875,0.9511309690030718,3581,165,3037.830490753736,0.7416578346566738,0.8506946207655379,0.9851345871576351,5.979735389466423,0.522025165074476
full,11,396,38272,1,12,12,166,3572,0.8720703125,0.9514102206087685,3581,165,3039.365046523061,0.7420324820612942,0.8508860712550563,0.9851345871576351,5.979972052309282,0.5286164739741566
full,11,397,38368,1,13,13,172,3573,0.872314453125,0.9516894722144652,3581,165,3040.9120165384156,0.7424101602876991,0.851080889039579,0.9851345871576351,5.980034425371925,0.5262141984636409
full,11,398,38464,1,15,15,180,3574,0.87255859375,0.951968723820162,3581,165,3042.694111804998,0.7428452421398921,0.8513413855078338,0.9851345871576351,5.980001014356563,0.5261058708482994
full,11,399,38560,1,16,16,169,3575,0.872802734375,0.9522479754258587,3581,165,3044.2824046009546,0.7432330089357799,0.8515475257625048,0.9851345871576351,5.980039349141444,0.5226580501876292
full,11,400,38656,0,10,10,165,3575,0.872802734375,0.9522479754258587,3581,165,3044.9770067039035,0.7434025895273202,0.8517418200570359,0.9851345871576351,5.980039349141444,0.520793543658927
full,11,401,38752,0,15,15,180,3575,0.872802734375,0.9522479754258587,3581,165,3046.6162429717583,0.7438027936942769,0.8522003476844079,0.9851345871576351,5.980039349141444,0.5204427147382049
full,11,402,38848,1,13,13,167,3576,0.873046875,0.9525272270315555,3581,165,3048.126372564469,0.7441714776768723,0.8523843323726144,0.9851345871576351,5.98004039215119,0.5273481918066707
full,11,403,38944,1,19,19,169,3577,0.873291015625,0.9528064786372522,3581,165,3050.447476793472,0.7447381535140313,0.8527949334060587,0.9851345871576351,5.9800344711168645,0.5211107670825093
full,11,404,39040,1,15,15,171,3578,0.87353515625,0.9530857302429488,3581,165,3052.4321056907766,0.7452226820534122,0.8531112648660639,0.9851345871576351,5.9800148793875545,0.528389179761648
full,11,405,39136,0,14,14,163,3578,0.87353515625,0.9530857302429488,3581,165,3053.2059011648344,0.7454115969640709,0.853327529671558,0.9851345871576351,5.9800148793875545,0.5171181928441224
full,11,406,39232,1,16,16,166,3579,0.873779296875,0.9533649818486456,3581,165,3054.7590449641248,0.7457907824619445,0.8535230636949217,0.9851345871576351,5.980009194143385,0.5267228386206746
full,11,407,39328,0,12,12,169,3579,0.873779296875,0.9533649818486456,3581,165,3055.514651594727,0.7459752567369939,0.8537341859722624,0.9851345871576351,5.980009194143385,0.519228202654481
full,11,408,39424,1,9,9,165,3580,0.8740234375,0.9536442334543423,3581,165,3056.6707179149944,0.7462574994909654,0.8538186362891046,0.9851345871576351,5.979996676269491,0.5318191611585499
full,11,409,39520,1,13,13,168,3581,0.874267578125,0.9539234850600391,3581,165,3058.4545402490976,0.7466930029905023,0.854078341315023,0.9851345871576351,5.980246683518304,0.5219287991442129
full,11,410,39616,1,15,15,172,3582,0.87451171875,0.9542027366657359,3581,165,3060.046480125685,0.7470816601869348,0.854284332810074,0.9851345871576351,5.98023433130849,0.5251058547047298
full,11,411,39712,7,21,21,170,3589,0.876220703125,0.956157497905613,3581,165,3066.0997050565566,0.7485594983048234,0.8543047381043624,0.9851345871576351,5.980255615835896,0.5266030283754549
full,11,412,39808,1,19,19,170,3590,0.87646484375,0.9564367495113096,3581,165,3068.7737301202997,0.7492123364551513,0.8548116239889414,0.990089673348967,5.980287673733983,0.5293009657598601
full,11,413,39904,1,17,17,170,3591,0.876708984375,0.9567160011170064,3581,165,3070.426567506868,0.7496158612077315,0.8550338533853713,0.990089673348967,5.980276349371611,0.5318526985752203
full,11,414,40000,2,17,17,168,3593,0.877197265625,0.9572745043283999,3581,165,3073.065758823195,0.7502601950251941,0.8552924460960744,0.990089673348967,5.980349573518876,0.5309279669454356
full,11,415,40096,0,12,12,163,3593,0.877197265625,0.9572745043283999,3581,165,3073.807164421046,0.7504412022512319,0.8554987933262026,0.990089673348967,5.980349573518876,0.5293756027186579
full,11,416,40192,2,14,14,173,3595,0.877685546875,0.9578330075397934,3581,165,3075.81661803024,0.7509317915112891,0.8555818130821252,0.990089673348967,5.98042256831936,0.5232884951992366
full,11,417,40288,0,7,7,174,3595,0.877685546875,0.9578330075397934,3581,165,3076.337527541551,0.751058966684949,0.8557267114162868,0.990089673348967,5.98042256831936,0.5232066182304184
full,11,418,40384,1,11,11,162,3596,0.8779296875,0.9581122591454901,3581,165,3077.9724914141466,0.7514581277866569,0.855943406956103,0.990089673348967,5.980432901403599,0.51965000642894
full,11,419,40480,1,16,15,170,3597,0.878173828125,0.9583915107511868,3581,165,3079.2851576642297,0.7517786029453686,0.8560703802235835,0.990089673348967,5.9804506330957246,0.5226190009483425
full,11,420,40576,1,15,15,171,3598,0.87841796875,0.9586707623568835,3581,165,3081.798372056623,0.7523921806778865,0.8565309538789947,0.990089673348967,5.980461175614737,0.5259205701058943
full,11,421,40672,3,17,17,170,3601,0.879150390625,0.959229265568277,3581,166,3084.5618318997285,0.7530668534911447,0.8565847908635736,0.990089673348967,5.980412002374897,0.5273830101527989
full,11,422,40768,0,9,9,173,3601,0.879150390625,0.959229265568277,3581,166,3085.4989365166475,0.7532956387980096,0.8568450254142315,0.990089673348967,5.980412002374897,0.5235703977374809
full,11,423,40864,0,14,14,166,3601,0.879150390625,0.959229265568277,3581,166,3086.0657376671434,0.7534340179851424,0.8570024264557465,0.990089673348967,5.980412002374897,0.52502105659142
full,11,424,40960,1,8,8,168,3602,0.87939453125,0.9595085171739738,3581,166,3087.489064556598,0.7537815099015132,0.8571596514593554,0.990089673348967,5.980395114367864,0.5214665126613085
full,11,425,41056,3,16,16,165,3605,0.880126953125,0.9603462719910639,3581,166,3090.899689230667,0.7546141819410808,0.8573924241971337,0.990089673348967,5.980443819980222,0.5230078308600785
full,11,426,41152,1,16,16,170,3606,0.88037109375,0.9606255235967607,3581,166,3092.4820884354403,0.7550005098719337,0.8575934798767166,0.990089673348967,5.98044106566323,0.5244460815994945
full,11,427,41248,2,23,23,165,3608,0.880859375,0.9611840268081542,3581,166,3095.838944384709,0.7558200547814231,0.8580484879115047,0.990089673348967,5.9804941175021735,0.5243291444408188
full,11,428,41344,2,10,10,171,3610,0.88134765625,0.9617425300195476,3581,166,3098.0020604155116,0.7563481592811307,0.8581723159045739,0.990089673348967,5.980476048704016,0.5233098706908463
full,11,429,41440,1,15,15,171,3611,0.881591796875,0.9620217816252443,3581,166,3099.726182294327,0.7567690874742009,0.8584121247007275,0.990089673348967,5.980434186919266,0.5298363964032018
full,11,430,41536,2,14,14,158,3613,0.882080078125,0.9625802848366378,3581,166,3101.9904070403886,0.7573218767188449,0.8585636332799305,0.990089673348967,5.980445271662388,0.534163820020189
full,11,431,41632,0,12,12,171,3613,0.882080078125,0.9625802848366378,3581,166,3103.5083683577827,0.7576924727435993,0.8589837720337068,0.990089673348967,5.980445271662388,0.5265209415496166
full,11,432,41728,0,17,17,170,3613,0.882080078125,0.9625802848366378,3581,166,3104.195303580189,0.7578601815381321,0.8591739007971738,0.990089673348967,5.980445271662388,0.5326246282743756
full,11,433,41824,0,18,18,169,3613,0.882080078125,0.9625802848366378,3581,166,3105.2546782428967,0.7581188179303947,0.8594671127159969,0.990089673348967,5.980445271662388,0.52800488563847
full,11,434,41920,0,18,18,176,3613,0.882080078125,0.9625802848366378,3581,166,3106.7397126697933,0.7584813751635238,0.8598781380209779,0.990089673348967,5.980445271662388,0.5310513737783821
full,11,435,42016,0,12,12,178,3613,0.882080078125,0.9625802848366378,3581,166,3107.507128661862,0.7586687325834625,0.8600905421151016,0.990089673348967,5.980445271662388,0.521235266849245
full,11,436,42112,1,9,9,164,3614,0.88232421875,0.9628595364423346,3581,166,3108.728785121355,0.7589669885550183,0.8601905880247247,0.990089673348967,5.980429758413749,0.5316311913336926
full,11,437,42208,0,11,11,170,3614,0.88232421875,0.9628595364423346,3581,166,3109.166082756483,0.7590737506729694,0.8603115890305708,0.990089673348967,5.980429758413749,0.5233671253973473
full,11,438,42304,1,13,13,172,3615,0.882568359375,0.9631387880480313,3581,166,3111.0093397760274,0.7595237645937567,0.8605834964802289,0.990089673348967,5.9804493950737765,0.5228885872492657
full,11,439,42400,1,12,12,170,3616,0.8828125,0.963418039653728,3581,166,3112.3547544919206,0.7598522349833791,0.8607175759103762,0.990089673348967,5.9804691312394604,0.5277798374875009
full,11,440,42496,0,10,10,172,3616,0.8828125,0.963418039653728,3581,166,3113.0973202408745,0.7600335254494323,0.8609229314825427,0.990089673348967,5.9804691312394604,0.5200313958002448
full,11,441,42592,1,13,13,173,3617,0.883056640625,0.9636972912594247,3581,166,3114.6266174308885,0.760406889021213,0.8611077183939421,0.990089673348967,5.980481714305538,0.5240444626050722
full,11,442,42688,1,16,16,172,3618,0.88330078125,0.9639765428651215,3581,166,3116.8373535383894,0.7609466195162083,0.8614807500106106,0.990089673348967,5.980494400660442,0.5318051702105576
full,11,443,42784,0,12,12,175,3618,0.88330078125,0.9639765428651215,3581,166,3117.4734854586827,0.7611019251608112,0.8616565742008521,0.990089673348967,5.980494400660442,0.5267938996743493
full,11,444,42880,0,10,10,175,3618,0.88330078125,0.9639765428651215,3581,166,3118.071092373632,0.7612478252865312,0.8618217502414682,0.990089673348967,5.980494400660442,0.5184414811371562
full,11,445,42976,1,13,13,169,3619,0.883544921875,0.9642557944708182,3581,166,3119.8798640578693,0.7616894199360033,0.8620834109029758,0.990089673348967,5.9805370101628235,0.5220991431768376
full,11,446,43072,0,8,8,170,3619,0.883544921875,0.9642557944708182,3581,166,3120.0864684552944,0.7617398604627184,0.8621404997113276,0.990089673348967,5.9805370101628235,0.5308460675119475
full,11,447,43168,0,15,15,171,3619,0.883544921875,0.9642557944708182,3581,166,3120.9071933449122,0.7619402327502227,0.8623672819411197,0.990089673348967,5.9805370101628235,0.5239455087182099
full,11,448,43264,1,17,17,167,3620,0.8837890625,0.964535046076515,3581,166,3122.8251912953265,0.7624084939685856,0.8626588926230183,0.990089673348967,5.9804962278168485,0.5277240133968315
full,11,449,43360,1,13,13,168,3621,0.884033203125,0.9648142976822117,3581,166,3124.550448800821,0.7628296994142629,0.8628971137257169,0.990089673348967,5.980502114829221,0.5272462485097575
full,11,450,43456,1,16,16,161,3622,0.88427734375,0.9650935492879084,3581,166,3126.4243765967303,0.7632872013175611,0.8631762497506158,0.990089673348967,5.9805011202603175,0.5233471953838593
full,11,451,43552,1,13,13,170,3623,0.884521484375,0.9653728008936051,3581,166,3127.8582989518127,0.7636372800175324,0.8633337838674614,0.990089673348967,5.9805002361809585,0.5257505197036361
full,11,452,43648,0,7,7,168,3623,0.884521484375,0.9653728008936051,3581,166,3128.09154166172,0.7636942240385058,0.8633981622030693,0.990089673348967,5.9805002361809585,0.5292779456344923
full,11,453,43744,0,17,17,166,3623,0.884521484375,0.9653728008936051,3581,166,3129.29785112814,0.763988733185581,0.863731120929655,0.990089673348967,5.9805002361809585,0.5281860950118631
full,11,454,43840,1,13,13,176,3624,0.884765625,0.9656520524993019,3581,166,3131.0286167956947,0.7644112833973864,0.8639703688729842,0.990089673348967,5.980466267925607,0.5254773571200257
full,11,455,43936,1,17,17,166,3625,0.885009765625,0.9659313041049986,3581,166,3132.6892809707124,0.7648167189869903,0.8641901464746793,0.990089673348967,5.980465613617199,0.5293273719050915
full,11,456,44032,2,11,11,163,3627,0.885498046875,0.9664898073163921,3581,166,3134.6123514639758,0.7652862186191347,0.8642438245006826,0.990089673348967,5.980514903690972,0.5302198124353023
full,11,457,44128,1,11,11,176,3628,0.8857421875,0.9667690589220888,3581,166,3135.923752147094,0.7656063848015366,0.8643670761155166,0.990089673348967,5.98052864366898,0.5225998528606479
full,11,458,44224,0,10,10,169,3628,0.8857421875,0.9667690589220888,3581,166,3136.423550797924,0.7657284059565244,0.8645048375958996,0.990089673348967,5.98052864366898,0.5241232436790826
full,11,459,44320,1,10,10,164,3629,0.885986328125,0.9670483105277855,3581,166,3137.7119580863177,0.7660429585171674,0.8646216473095392,0.990089673348967,5.980542485651892,0.5244898027055253
full,11,460,44416,1,14,14,175,3630,0.88623046875,0.9673275621334823,3581,166,3139.1603754825355,0.7663965760455409,0.8647824725847205,0.990089673348967,5.980515630004205,0.5302423528937515
full,11,461,44512,2,8,8,175,3632,0.88671875,0.9678860653448758,3581,166,3141.2351173526745,0.7669031048224303,0.8648775102843267,0.990089673348967,5.980611366606432,0.5308674071552799
full,11,462,44608,1,10,10,169,3633,0.886962890625,0.9681653169505725,3581,166,3142.557957523002,0.7672260638483892,0.8650035666179472,0.990089673348967,5.980591352540213,0.5217245053053756
full,11,463,44704,2,15,15,172,3635,0.887451171875,0.9687238201619659,3581,166,3145.0629208102946,0.7678376271509508,0.8652167595076464,0.990089673348967,5.980552119147445,0.5240859427376877
full,11,464,44800,0,13,13,176,3635,0.887451171875,0.9687238201619659,3581,166,3145.886962532046,0.7680388092119252,0.8654434559923098,0.990089673348967,5.980552119147445,0.5130605482891494
full,11,465,44896,0,9,9,167,3635,0.887451171875,0.9687238201619659,3581,166,3146.712176747398,0.7682402775262203,0.8656704750336721,0.990089673348967,5.980552119147445,0.5254221252372182
full,11,466,44992,1,16,16,171,3636,0.8876953125,0.9690030717676626,3581,166,3148.1617110423026,0.7685941677349372,0.8658310536419974,0.990089673348967,5.9805596069981535,0.520797063904002
full,11,467,45088,1,9,9,170,3637,0.887939453125,0.9692823233733594,3581,166,3149.2560574685513,0.768861342155408,0.8658938843740861,0.990089673348967,5.9805335626312734,0.5252164347660171
full,11,468,45184,1,12,12,171,3638,0.88818359375,0.9695615749790562,3581,166,3150.673154988542,0.7692073132296245,0.8660453971931121,0.990089673348967,5.980541269567566,0.5236062592468772
full,11,469,45280,1,15,15,173,3639,0.888427734375,0.9698408265847529,3581,166,3152.3553731306515,0.7696180110182255,0.8662696820914129,0.990089673348967,5.980535289811369,0.5195986914546962
full,11,470,45376,1,12,12,166,3640,0.888671875,0.9701200781904495,3581,166,3153.732512311749,0.7699542266386106,0.8664100308548761,0.990089673348967,5.980509600427569,0.5269260030562235
full,11,471,45472,1,9,9,175,3641,0.888916015625,0.9703993297961463,3581,166,3154.860423565804,0.7702295955971201,0.8664818521191442,0.990089673348967,5.980510682388511,0.5238818093219256
full,11,472,45568,0,8,8,176,3641,0.888916015625,0.9703993297961463,3581,166,3155.062348438636,0.7702788936617764,0.8665373107494194,0.990089673348967,5.980510682388511,0.5282493967972568
full,11,473,45664,1,13,13,166,3642,0.88916015625,0.970678581401843,3581,166,3156.3816222221885,0.770600981987839,0.8666616205991732,0.990089673348967,5.980540435397517,0.5233270802493224
full,11,474,45760,0,9,9,163,3642,0.88916015625,0.970678581401843,3581,166,3156.7657331633777,0.7706947590730903,0.866767087634096,0.990089673348967,5.980540435397517,0.5234583860012941
full,11,475,45856,0,8,8,166,3642,0.88916015625,0.970678581401843,3581,166,3157.260526130468,0.7708155581373213,0.8669029451209412,0.990089673348967,5.980540435397517,0.5234614526780682
full,11,476,45952,0,5,5,171,3642,0.88916015625,0.970678581401843,3581,166,3157.5313017371,0.7708816654631592,0.8669772931732839,0.990089673348967,5.980540435397517,0.5237770693841163
full,11,477,46048,0,12,12,167,3642,0.88916015625,0.970678581401843,3581,166,3158.4961626249483,0.7711172272033565,0.8672422192819738,0.990089673348967,5.980540435397517,0.5211032414530302
full,11,478,46144,0,12,12,175,3642,0.88916015625,0.970678581401843,3581,166,3158.890713806092,0.7712135531753155,0.8673505529396189,0.990089673348967,5.980540435397517,0.5288045135257864
full,11,479,46240,0,7,7,174,3642,0.88916015625,0.970678581401843,3581,166,3159.205164697852,0.7712903234125615,0.8674368931075925,0.990089673348967,5.980540435397517,0.524418610426586
full,11,480,46336,0,12,12,168,3642,0.88916015625,0.970678581401843,3581,166,3159.5353561518095,0.7713709365605004,0.8675275552311393,0.990089673348967,5.980540435397517,0.5276062489483383
full,11,481,46432,1,6,6,163,3643,0.889404296875,0.9709578330075398,3581,166,3161.006170327759,0.7717300220526755,0.8676931568289209,0.990089673348967,5.980570280808698,0.5339357802678898
full,11,482,46528,2,15,15,171,3645,0.889892578125,0.9715163362189333,3581,166,3163.2367882083836,0.7722746064961874,0.8678290228280888,0.990089673348967,5.980588175766835,0.5277253039255485
full,11,483,46624,0,14,14,168,3645,0.889892578125,0.9715163362189333,3581,166,3164.701445939708,0.772632188950124,0.868230849366175,0.990089673348967,5.980588175766835,0.5250615715784968
full,11,484,46720,3,13,13,162,3648,0.890625,0.9723540910360234,3581,166,3167.602821880797,0.7733405326857414,0.868312177050657,0.990089673348967,5.980594155307245,0.526896852917841
full,11,485,46816,2,11,11,172,3650,0.89111328125,0.9729125942474169,3581,166,3169.8970845973854,0.7739006554192835,0.8684649546842151,0.990089673348967,5.980551425745256,0.5235501997670673
full,11,486,46912,0,14,14,174,3650,0.89111328125,0.9729125942474169,3581,166,3170.72615226062,0.7741030645167529,0.8686920965097589,0.990089673348967,5.980551425745256,0.5292338383100054
full,11,487,47008,0,11,11,176,3650,0.89111328125,0.9729125942474169,3581,166,3171.356438119357,0.7742569429002336,0.8688647775669471,0.990089673348967,5.980551425745256,0.5262776834755074
full,11,488,47104,0,14,14,177,3650,0.89111328125,0.9729125942474169,3581,166,3172.3058879594114,0.7744887421775907,0.8691249008107976,0.990089673348967,5.980551425745256,0.5255512525544881
full,11,489,47200,0,9,9,163,3650,0.89111328125,0.9729125942474169,3581,166,3172.6266961780193,0.7745670644965867,0.86921279347343,0.990089673348967,5.980551425745256,0.5277644269376485
full,11,490,47296,1,13,13,160,3651,0.891357421875,0.9731918458531137,3581,166,3173.977713829532,0.7748969027904131,0.8693447586495568,0.990089673348967,5.980540066159128,0.5314214483637847
full,11,491,47392,1,9,9,174,3652,0.8916015625,0.9734710974588104,3581,166,3175.0671173077144,0.7751628704364537,0.8694050156921452,0.990089673348967,5.9805355169506145,0.5233282398155371
full,11,492,47488,2,10,10,173,3654,0.89208984375,0.9740296006702038,3581,166,3176.985189504376,0.7756311497813418,0.8694540748506777,0.990089673348967,5.980563797282018,0.5264953081810778
full,11,493,47584,0,16,16,173,3654,0.89208984375,0.9740296006702038,3581,166,3178.804558408873,0.7760753316427913,0.869951986428263,0.990089673348967,5.980563797282018,0.5310761507449333
full,11,494,47680,0,11,11,170,3654,0.89208984375,0.9740296006702038,3581,166,3179.451139982058,0.7762331884721821,0.8701289381450624,0.990089673348967,5.980563797282018,0.5266895075347824
full,11,495,47776,0,11,11,173,3654,0.89208984375,0.9740296006702038,3581,166,3180.2607598369955,0.776430849569579,0.8703505089865888,0.990089673348967,5.980563797282018,0.5269278348199187
full,11,496,47872,0,8,8,171,3654,0.89208984375,0.9740296006702038,3581,166,3180.5102974263536,0.7764917718326059,0.8704188006092922,0.990089673348967,5.980563797282018,0.5272038247720108
full,11,497,47968,1,14,14,163,3655,0.892333984375,0.9743088522759006,3581,166,3181.9065926927733,0.7768326642316341,0.8705626792593087,0.990089673348967,5.980602284507416,0.5227495461990934
full,11,498,48064,0,17,16,163,3655,0.892333984375,0.9743088522759006,3581,166,3182.8465055866586,0.7770621351529928,0.8708198373698108,0.990089673348967,5.980602284507416,0.5271266238733774
full,11,499,48160,1,8,8,170,3656,0.892578125,0.9745881038815973,3581,166,3183.8779677022044,0.777313956958546,0.8708637767237977,0.990089673348967,5.9805657913369625,0.5253363977410029
full,11,500,48256,1,13,13,165,3657,0.892822265625,0.9748673554872941,3581,166,3185.5599390902717,0.7777245945044609,0.8710855726251768,0.990089673348967,5.980575504686588,0.5236194013539847
full,23,0,256,176,204,176,0,176,0.04296875,0.04607651493996091,3581,11,76.12591333754266,0.0185854280609235,0.4325335985087651,0.9129169364725676,4.228713134046978,0.3962144265197285
full,23,1,352,51,69,67,119,227,0.055419921875,0.059480592013404075,3581,14,106.10505799071946,0.025904555173515493,0.46742316295471126,0.9443091751492452,4.393576799930875,0.415149429554612
full,23,2,448,53,70,66,122,280,0.068359375,0.07400167550963418,3581,15,137.10759756418562,0.033473534561568756,0.48966999130066297,0.9443091751492452,4.512806515113521,0.43011663614688345
full,23,3,544,44,68,66,133,324,0.0791015625,0.08545099134320022,3581,18,163.44533167410418,0.03990364542824809,0.5044609002287166,0.9443091751492452,4.599423096214993,0.44958698298651995
