txn_id,date,stmt,desc_full,withdrawal,deposit,balance,category_draft,scope,confidence,gst_candidate,flags,needs_human_review
ANZ-BE-3700b05b5ca7,2025-11-12,23,VISA DEBIT PURCHASE CARD 5746 | EXPRESSVPN.COM GIBRALTAR | 21.99 USD INC O/S FEE $1.02 | EFFECTIVE DATE 10 NOV 2025,35.03,0.0,3473.27,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-967ecebe5cea,2025-11-12,23,PAYMENT | TO ALLIANZ INSURE 109258317016825316,113.24,0.0,3360.03,Insurance,business,0.7,10.29,,False
ANZ-BE-7c14b7aa2099,2025-11-12,23,EFTPOS | ZLR*SNAP FITNESS BEECRO \BEECROFT AU,128.0,0.0,3232.03,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-15c7933ea4e9,2025-11-12,23,EFTPOS | ONEFLARE\,299.0,0.0,2933.03,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-a422b5c2947f,2025-11-13,23,VISA DEBIT PURCHASE CARD 5746 | SQ *CHILD FOUNDATION AUST 1800595310 | EFFECTIVE DATE 11 NOV 2025,27.0,0.0,2906.03,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-0b79c0df56b0,2025-11-13,23,ANZ MOBILE BANKING PAYMENT 132808 | TO ANDREW BEST,2000.0,0.0,906.03,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-7325085c99ec,2025-11-14,23,VISA DEBIT PURCHASE CARD 5746 | FELIX MOBILE NORTH SYDNEY | EFFECTIVE DATE 11 NOV 2025,20.0,0.0,886.03,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-8ff6f09486be,2025-11-14,23,VISA DEBIT PURCHASE CARD 5746 | SG*V*WWW.BLOSSOMUP.CO SANTA FE | 29.95 EUR INC O/S FEE $1.60 | EFFECTIVE DATE 09 NOV 2025,55.22,0.0,830.81,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-71e09887e6ac,2025-11-14,23,VISA DEBIT PURCHASE CARD 5746 | BUNNINGS 553000 CARLINGFORD | EFFECTIVE DATE 11 NOV 2025,180.02,0.0,650.79,Materials-Tools,business,0.8,16.37,,False
ANZ-BE-e9dc6e8ec717,2025-11-17,23,PAYMENT FROM REZA MASHHOORI | EFFECTIVE DATE 15 NOV 2025,0.0,1000.0,1650.79,Income-Candidate,business,0.55,0.0,REZA-IDENTITY(OQ7),True
ANZ-BE-c78f38d782c8,2025-11-17,23,VISA DEBIT PURCHASE CARD 5746 | EXPRESSVPN.COM GIBRALTAR | 15.12 USD INC O/S FEE $0.69 | EFFECTIVE DATE 14 NOV 2025,23.88,0.0,1626.91,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-6e9178c4b81f,2025-11-17,23,VISA DEBIT PURCHASE CARD 5746 | INTUIT QUICKBOOKS SYDNEY | EFFECTIVE DATE 15 NOV 2025,33.0,0.0,1593.91,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-307890b141f1,2025-11-18,23,EFTPOS | UBER *TRIP HELP.UBER.COM\,39.79,0.0,1554.12,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-21ac350e27f4,2025-11-18,23,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2219 EPPING | EFFECTIVE DATE 16 NOV 2025,60.8,0.0,1493.32,Fuel,business,0.7,5.53,,False
ANZ-BE-969a9e4c26af,2025-11-21,24,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2219 EPPING | EFFECTIVE DATE 19 NOV 2025,98.54,0.0,1394.78,Fuel,business,0.7,8.96,,False
ANZ-BE-6c8603192440,2025-11-21,24,EFTPOS | REGISTRY\,189.0,0.0,1205.78,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-76f6e7a8c741,2025-11-24,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,0.0,0.01,1205.79,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-7952dfc741ec,2025-11-24,24,PAYMENT FROM REZA MASHHOORI,0.0,1000.0,2205.79,Income-Candidate,business,0.55,0.0,REZA-IDENTITY(OQ7),True
ANZ-BE-b09d8a2c2a6e,2025-11-24,24,VISA DEBIT PURCHASE CARD 5746 | SURFSHARK INC LEWES | 10.64 USD INC O/S FEE $0.49 | EFFECTIVE DATE 23 NOV 2025,17.08,0.0,2188.71,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-b23fb9aaa67f,2025-11-24,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,29.43,0.0,2159.28,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-141640023005,2025-11-24,24,EFTPOS | WOOLWORTHS 1364\BEECROFT NSW AU | EFFECTIVE DATE 23 NOV 2025,37.2,0.0,2122.08,Groceries,[OPEN],0.6,0.0,,True
ANZ-BE-8ae8dec25ffd,2025-11-24,24,VISA DEBIT PURCHASE CARD 5746 | SURFSHARK.COM LEWES | 27.49 USD INC O/S FEE $1.28 | EFFECTIVE DATE 23 NOV 2025,44.11,0.0,2077.97,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-449322b6caca,2025-11-24,24,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2219 EPPING | EFFECTIVE DATE 20 NOV 2025,94.74,0.0,1983.23,Fuel,business,0.7,8.61,,False
ANZ-BE-58f7a77ee1e0,2025-11-25,24,VISA DEBIT DEPOSIT CARD 5746 | SURFSHARK INC LEWES | 10.64 USD | EFFECTIVE DATE 24 NOV 2025,0.0,16.46,1999.69,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-8f1410a98051,2025-11-25,24,VISA DEBIT DEPOSIT CARD 5746 | SURFSHARK.COM LEWES | 27.49 USD | EFFECTIVE DATE 24 NOV 2025,0.0,42.53,2042.22,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-7a8cb5f46d25,2025-11-25,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,21.62,0.0,2020.6,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-3cb6380b3b32,2025-11-25,24,VISA DEBIT PURCHASE CARD 5746 | PADDLE.NET* 16763502CA LONDON | 14.99 USD INC O/S FEE $0.70 | EFFECTIVE DATE 23 NOV 2025,24.05,0.0,1996.55,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-46b133e1b1c5,2025-11-25,24,VISA DEBIT PURCHASE CARD 5746 | TPG INTERNET PTY LTD NORTH RYDE | EFFECTIVE DATE 22 NOV 2025,64.99,0.0,1931.56,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-f671c9772e8d,2025-11-26,24,EFTPOS | ZLR*SWITCHMAN ESPRESSO \HAYMARKET AU,18.76,0.0,1912.8,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-cb3cc1e631ca,2025-11-26,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,27.86,0.0,1884.94,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-5966bbb52e9a,2025-11-26,24,EFTPOS | REDDY EXPRESS 1692 MARSFIELD AU,90.27,0.0,1794.67,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-8203ac534fd0,2025-11-27,24,EFTPOS | ZLR*SWITCHMAN ESPRESSO \HAYMARKET AU,9.13,0.0,1785.54,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-45840a34325d,2025-11-27,24,VISA DEBIT PURCHASE CARD 5746 | BUNNINGS 579000 NARRABEEN | EFFECTIVE DATE 24 NOV 2025,36.43,0.0,1749.11,Materials-Tools,business,0.8,3.31,,False
ANZ-BE-45461077ebbb,2025-11-28,24,EFTPOS | UBER* TRIP\,2.66,0.0,1746.45,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-ca0ba9174ebb,2025-11-28,24,EFTPOS | CJS CENTRAL HAYMARKET AU,6.55,0.0,1739.9,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-99e855430870,2025-11-28,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,22.67,0.0,1717.23,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-cf24b8241091,2025-12-01,24,PAYMENT FROM BFMS GROUP | 0095,0.0,2400.02,4117.25,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-7cd2d260a6a9,2025-12-01,24,EFTPOS | ALLWEST VENDING EMU HEIGHTS AU | EFFECTIVE DATE 29 NOV 2025,4.4,0.0,4112.85,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-01c4d6c061f9,2025-12-01,24,EFTPOS | ZLR*SWITCHMAN ESPRESSO \HAYMARKET AU,6.09,0.0,4106.76,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-6821f8d051cf,2025-12-01,24,VISA DEBIT PURCHASE CARD 5746 | YOLLACALLS.COM TALLINN | 4.00 USD INC O/S FEE $0.18 | EFFECTIVE DATE 29 NOV 2025,6.32,0.0,4100.44,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-b22f84ce2b72,2025-12-01,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,14.25,0.0,4086.19,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-d262c254809f,2025-12-01,24,EFTPOS | 7-ELEVEN 2235 KENSINGTON AU,18.5,0.0,4067.69,Fuel,business,0.7,1.68,,False
ANZ-BE-dd6c761f17d3,2025-12-01,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,19.85,0.0,4047.84,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-1aa1aae910bd,2025-12-01,24,EFTPOS | ZA TOBACCO BEECROFT\BEECROFT NSW AU,36.56,0.0,4011.28,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-75d32b33bd36,2025-12-01,24,ANZ MOBILE BANKING PAYMENT 424011 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 29 NOV 2025,70.0,0.0,3941.28,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-275fa80111a1,2025-12-01,24,ANZ MOBILE BANKING PAYMENT 213998 | TO ARMIN MOHEBIAFZAP,1000.0,0.0,2941.28,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-030400cd9f83,2025-12-02,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,0.0,0.02,2941.3,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-4d28c019e25c,2025-12-02,24,EFTPOS | INSP PAINT EPPING EPPING NSWAU,13.95,0.0,2927.35,Materials-Tools,business,0.8,1.27,,False
ANZ-BE-675050272aff,2025-12-02,24,EFTPOS | UBER *EATS HELP.UBER.COM\,17.13,0.0,2910.22,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-471a2a8a453b,2025-12-02,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,17.81,0.0,2892.41,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-f91576bd3926,2025-12-02,24,ANZ MOBILE BANKING PAYMENT 506054 | TO ARMIN MOHEBIAFZAP,20.0,0.0,2872.41,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-f2009444e95f,2025-12-02,24,EFTPOS | WOOLWORTHS 1364\BEECROFT NSW AU,79.53,0.0,2792.88,Groceries,[OPEN],0.6,0.0,,True
ANZ-BE-2619ad8b84dd,2025-12-02,24,NON-ANZ ATM CARD 5746 | ATMX 18 HANNAH STREET BE BEECROFT 0,100.0,0.0,2692.88,Drawing-Cash,[OPEN],0.8,0.0,,True
ANZ-BE-bd7964ac3614,2025-12-02,24,NON-ANZ ATM CARD 5746 | ATMX 18 HANNAH STREET BE BEECROFT 0,1000.0,0.0,1692.88,Drawing-Cash,[OPEN],0.8,0.0,,True
ANZ-BE-1e2375244ae8,2025-12-03,24,EFTPOS | 7-ELEVEN 2235 KENSINGTON AU,1.5,0.0,1691.38,Fuel,business,0.7,0.14,,False
ANZ-BE-cd7e454e4da5,2025-12-03,24,VISA DEBIT PURCHASE CARD 5746 | 200 TFNSW INTER/IVR SURRY HILLS | EFFECTIVE DATE 30 NOV 2025,70.0,0.0,1621.38,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-f75cb0100454,2025-12-04,24,EFTPOS | ZLR*SWITCHMAN ESPRESSO \HAYMARKET AU,10.14,0.0,1611.24,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-3f70771a8360,2025-12-04,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,25.81,0.0,1585.43,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-f89fc3f2219d,2025-12-04,24,VISA DEBIT PURCHASE CARD 5746 | AMPOL NARRABEEN 22120F NARRABEEN | EFFECTIVE DATE 01 DEC 2025,90.37,0.0,1495.06,Fuel,business,0.7,8.22,,False
ANZ-BE-45da7133c013,2025-12-04,24,ANZ MOBILE BANKING PAYMENT 019646 | TO ARMIN MOHEBIAFZAP,400.0,0.0,1095.06,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-2baf67309629,2025-12-05,24,PAYMENT FROM BFMS GROUP | ARMIN PAINTING - KENSINGTON,0.0,2000.0,3095.06,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-5c807de01961,2025-12-05,24,EFTPOS | SQ *THE COFFEE BOX CEN \SURRY HILLS AU,4.58,0.0,3090.48,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-20f86f42462c,2025-12-05,24,EFTPOS | 7-ELEVEN 2235 KENSINGTON AU,11.0,0.0,3079.48,Fuel,business,0.7,1.0,,False
ANZ-BE-5c4410f8a158,2025-12-05,24,VISA DEBIT PURCHASE CARD 5746 | DULUX BROOKVALE BROOKVALE | EFFECTIVE DATE 02 DEC 2025,81.44,0.0,2998.04,Materials-Tools,business,0.8,7.4,,False
ANZ-BE-9f5b5c4ab8be,2025-12-08,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,0.0,0.02,2998.06,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-1e3c7a0ff4b6,2025-12-08,24,EFTPOS | ZLR*SWITCHMAN ESPRESSO \HAYMARKET AU,9.13,0.0,2988.93,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-60e9749f3c83,2025-12-08,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,23.2,0.0,2965.73,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-55ad2f41d778,2025-12-08,24,EFTPOS | AMAYSIM MOBILE PTY LTD\,30.0,0.0,2935.73,Phone-Internet,business,0.6,2.73,,True
ANZ-BE-a8fc2cd1c586,2025-12-08,24,VISA DEBIT PURCHASE CARD 5746 | DAN MURPHY'S/250 OLD NORT CASTLE HILL | EFFECTIVE DATE 05 DEC 2025,111.0,0.0,2824.73,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-f5ce65e89411,2025-12-08,24,ANZ MOBILE BANKING PAYMENT 843972 | TO ARMIN MOHEBIAFZAP | EFFECTIVE DATE 06 DEC 2025,500.0,0.0,2324.73,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-a17420910ee5,2025-12-09,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,0.0,0.02,2324.75,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-9bd4e8738c23,2025-12-09,24,EFTPOS | ZLR*SWITCHMAN ESPRESSO \HAYMARKET AU,12.68,0.0,2312.07,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-c277289bd691,2025-12-09,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,18.39,0.0,2293.68,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-9abe361528cc,2025-12-09,24,EFTPOS | UBER *EATS HELP.UBER.COM\,36.99,0.0,2256.69,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-fe5dda4f4b28,2025-12-09,24,EFTPOS | REDDY EXPRESS 1605 FORESTVILLE AU,87.82,0.0,2168.87,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-6cdc4c818ed3,2025-12-10,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,0.0,0.02,2168.89,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-711928143b10,2025-12-10,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,0.0,22.25,2191.14,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-6e294300e502,2025-12-10,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,20.12,0.0,2171.02,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-177cdb4c60b0,2025-12-10,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,22.25,0.0,2148.77,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-9155f76a7c5d,2025-12-10,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,27.55,0.0,2121.22,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-cee27cf6eebc,2025-12-10,24,ANZ MOBILE BANKING PAYMENT 458796 | TO ARMIN MOHEBIAFZAP,50.0,0.0,2071.22,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-9e97c4e001e5,2025-12-10,24,EFTPOS | AGOGO 43 PTY LTD\SURRY HILLS NSW AU,319.0,0.0,1752.22,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-953a97a448b1,2025-12-11,24,EFTPOS | EZYMART CNTRL NTH CON HAYMARKET AU,6.6,0.0,1745.62,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-bed82b5f9c8b,2025-12-11,24,EFTPOS | WW METRO 1669\SURRY HILLS NSW AU,24.4,0.0,1721.22,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-3407fec011d8,2025-12-12,24,EFTPOS | 7-ELEVEN 2235 KENSINGTON AU,9.5,0.0,1711.72,Fuel,business,0.7,0.86,,False
ANZ-BE-01d6a89d77d6,2025-12-12,24,VISA DEBIT PURCHASE CARD 5746 | REBTEL STOCKHOLM | EFFECTIVE DATE 10 DEC 2025,15.0,0.0,1696.72,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-070da6a90b0c,2025-12-12,24,VISA DEBIT PURCHASE CARD 5746 | EXPRESSVPN.COM GIBRALTAR | 21.99 USD INC O/S FEE $0.99 | EFFECTIVE DATE 10 DEC 2025,34.28,0.0,1662.44,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-aa4e38cb99c2,2025-12-12,24,VISA DEBIT PURCHASE CARD 5746 | CS.BLOSSOMUP.CO SANTAFE | 29.95 EUR INC O/S FEE $1.58 | EFFECTIVE DATE 11 DEC 2025,54.38,0.0,1608.06,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-b691dc743138,2025-12-12,24,EFTPOS | UBER *TRIP HELP.UBER.COM\,80.05,0.0,1528.01,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-b59841a8376f,2025-12-12,24,PAYMENT | TO ALLIANZ INSURE 109258317010225346,113.24,0.0,1414.77,Insurance,business,0.7,10.29,,False
ANZ-BE-7910ccca0393,2025-12-12,24,EFTPOS | ONEFLARE\,299.0,0.0,1115.77,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-16338b8d3db1,2025-12-15,24,EFTPOS | 7-ELEVEN 2235 KENSINGTON AU | EFFECTIVE DATE 13 DEC 2025,9.5,0.0,1106.27,Fuel,business,0.7,0.86,,False
ANZ-BE-62e5f42e5eee,2025-12-15,24,EFTPOS | BUDGET PETROL CHIPPEND CHIPPENDALE AU,24.45,0.0,1081.82,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-863e54757275,2025-12-15,24,VISA DEBIT PURCHASE CARD 5746 | SQ *CHILD FOUNDATION AUST 1800595310 | EFFECTIVE DATE 11 DEC 2025,27.0,0.0,1054.82,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-802b41007c4c,2025-12-15,24,VISA DEBIT PURCHASE CARD 5746 | BP EXPRESS 2241 WEST RYDE | EFFECTIVE DATE 10 DEC 2025,50.06,0.0,1004.76,Fuel,business,0.7,4.55,,False
ANZ-BE-09e275c17a9b,2025-12-15,24,VISA DEBIT PURCHASE CARD 5746 | UBER *EATS HELP.UBER.COM SYDNEY | EFFECTIVE DATE 11 DEC 2025,61.98,0.0,942.78,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-95bbd3f1ab86,2025-12-15,24,EFTPOS | UBER *TRIP HELP.UBER.COM\ | EFFECTIVE DATE 13 DEC 2025,75.41,0.0,867.37,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-f55dd6b67456,2025-12-16,24,EFTPOS | SMP*ADANOS CASTLE HILL \CASTLE HILL02 AU,20.13,0.0,847.24,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-61b593e69a5e,2025-12-16,24,VISA DEBIT PURCHASE CARD 5746 | EXPRESSVPN.COM GIBRALTAR | 15.12 USD INC O/S FEE $0.68 | EFFECTIVE DATE 14 DEC 2025,23.48,0.0,823.76,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-3875a7807d7b,2025-12-16,24,EFTPOS | UBER* TRIP\,26.15,0.0,797.61,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-9baeec751a69,2025-12-16,24,EFTPOS | NESPRESSOAU_POS CASTLE HILL AU,34.0,0.0,763.61,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-cc8145adcac4,2025-12-16,24,EFTPOS | KMART 1246 CASTLE HILL AU,127.65,0.0,635.96,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-f92cf0174846,2025-12-17,24,PAYMENT FROM BFMS GROUP | PAINTING - KENSINGTON + BEN,0.0,4137.5,4773.46,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-1e82a768aaa5,2025-12-17,24,EFTPOS | ZA TOBACCO BEECROFT\BEECROFT NSW AU,32.5,0.0,4740.96,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-970cab0b547a,2025-12-17,24,VISA DEBIT PURCHASE CARD 5746 | INTUIT QUICKBOOKS SYDNEY | EFFECTIVE DATE 15 DEC 2025,33.0,0.0,4707.96,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-d3da25f60a24,2025-12-17,24,ANZ MOBILE BANKING PAYMENT 232818 | TO ARMIN MOHEBIAFZAP,2100.0,0.0,2607.96,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-d7b250fd5e06,2025-12-18,24,EFTPOS | SNAP FITNESS BEECROFT HOMEBUSH WESTAU,2.5,0.0,2605.46,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-f2d11075617d,2025-12-18,24,EFTPOS | WOOLWORTHS 1364\BEECROFT NSW AU,22.71,0.0,2582.75,Groceries,[OPEN],0.6,0.0,,True
ANZ-BE-ab4cadb70378,2025-12-18,24,ANZ ATM | CASTLE HILL BRANCH #1 CASTLE HILL NS,650.0,0.0,1932.75,Drawing-Cash,[OPEN],0.8,0.0,,True
ANZ-BE-78dc02ea675c,2025-12-18,24,ANZ ATM | NORTH SYDNEY BRANCH #1 NORTH SYDNEY NS,1000.0,0.0,932.75,Drawing-Cash,[OPEN],0.8,0.0,,True
ANZ-BE-099d7a338d9f,2025-12-19,24,PAYMENT FROM BFMS GROUP | ARMIN - PAINT - KENSINGTON,0.0,462.5,1395.25,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-05c0e281c7e0,2025-12-19,24,ANZ MOBILE BANKING PAYMENT 610092 | TO ARMIN MOHEBIAFZAP,50.0,0.0,1345.25,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-88de1e53bd94,2025-12-19,24,ANZ MOBILE BANKING PAYMENT 588694 | TO ARMIN MOHEBIAFZAP,340.0,0.0,1005.25,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-96dc9ed27e4d,2026-01-21,26,VISA DEBIT PURCHASE CARD 5746 | 7-ELEVEN 2205 WEST PENNANT | EFFECTIVE DATE 18 JAN 2026,45.03,0.0,650.92,Fuel,business,0.7,4.09,,False
ANZ-BE-0c7f19dec2af,2026-01-22,26,VISA DEBIT PURCHASE CARD 5746 | TRANSPORTFORNSW TAP SYDNEY | EFFECTIVE DATE 19 JAN 2026,3.03,0.0,647.89,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-c1cdc3adb882,2026-01-22,26,EFTPOS | MOSMAN NEWSAGENCY MOSMAN AU,5.04,0.0,642.85,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-e35d440282b2,2026-01-23,26,ANZ ATM CARD 5746,0.0,100.0,742.85,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-f306281eded4,2026-01-23,26,VISA DEBIT PURCHASE CARD 5746 | ALIEXPRESS NORTH SYDNEY | EFFECTIVE DATE 20 JAN 2026,279.72,0.0,463.13,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-4862fa5a8eed,2026-01-23,26,VISA DEBIT PURCHASE CARD 5746 | BUNNINGS GROUP LTD HAWTHORN EAST | EFFECTIVE DATE 20 JAN 2026,359.5,0.0,103.63,Materials-Tools,business,0.8,32.68,,False
ANZ-BE-8272ec943aad,2026-01-27,26,FUNDS TRANSFER CARD 5746 | PAYPAL*MOHEBIAFZAL ARMIN SYDNEY AU,0.0,221.92,325.55,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-21cceb4c1cde,2026-01-27,26,VISA DEBIT DEPOSIT | BUNNINGS GROUP LTD HAWTHORN EAST | EFFECTIVE DATE 23 JAN 2026,0.0,359.5,685.05,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-cffaaab0cf3f,2026-01-27,26,TRANSFER | FROM PAYPAL AUSTRALIA 1047816158633,0.0,0.01,685.06,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-801a0aad42a9,2026-01-27,26,TRANSFER | FROM PAYPAL AUSTRALIA 1047816158637,0.0,0.03,685.09,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-f3ec0d2f751a,2026-01-28,26,PAYMENT FROM CARMY PTY LTD | 1/868MILITARYRDINV267BALCONYREPAIR,0.0,4400.0,5085.09,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-7f00577c6e19,2026-01-28,26,ANZ MOBILE BANKING PAYMENT 586187 | TO ARMIN MOHEBIAFZAP,20.0,0.0,5065.09,Associate-Payment,[OPEN],0.7,0.0,ASSOCIATE:Armin;DIV7A-CANDIDATE,True
ANZ-BE-7f8de11a57de,2026-01-28,26,ANZ MOBILE BANKING PAYMENT 130718 | TO ROSECAP PTY LTD,800.0,0.0,4265.09,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-f79fe5dadee4,2026-01-29,26,EFTPOS | PAYPAL *UBEREATS AU SYDNEY AU,0.0,1.28,4266.37,Income-Candidate,business,0.55,0.0,,True
ANZ-BE-98799deeaab2,2026-01-29,26,EFTPOS | PAYPAL *UBEREATS AU SYDNEY AU,23.07,0.0,4243.3,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-9dc60f8e9786,2026-01-29,26,EFTPOS | PAYPAL *UBEREATS AU SYDNEY AU,25.48,0.0,4217.82,Transport,[OPEN],0.5,0.0,,True
ANZ-BE-7fabd5bb7197,2026-01-29,26,EFTPOS | SNAP FITNE* SNAP FITNE\,49.9,0.0,4167.92,Misc,[OPEN],0.3,0.0,,True
ANZ-BE-b75c4c5d92f7,2026-01-29,26,ANZ ATM | MOSMAN JUNCTION BRANCH #1MOSMAN NS,2000.0,0.0,2167.92,Drawing-Cash,[OPEN],0.8,0.0,,True
ANZ-BE-8536b018be71,2026-02-02,26,FUNDS TRANSFER CARD 5746 | PAYPAL*MOHEBIAFZAL ARMIN SYDNEY AU,0.0,316.8,2484.72,Income-Candidate,business,0.55,0.0,,True
