path,bytes,git,classification_note
00 - Inbox/replication-kit/seed/04 - Architect System/architect/01-Project/CHANGELOG.md,164,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/04 - Architect System/architect/01-Project/DECISIONS.md,299,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/04 - Architect System/architect/01-Project/GAPS.md,247,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/04 - Architect System/architect/01-Project/SYSTEM-BLUEPRINT-v1.md,1332,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/03 - Projects/_Index - Projects.md,182,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/02 - Life OS/Weekly Review.md,393,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/01 - Dashboard/Brain.md,345,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/01 - Dashboard/HANDOFF.md,389,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/01 - Dashboard/Home.md,557,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/00 - Inbox/AGENT_QUESTIONS.md,328,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/00 - Inbox/scout-digests/.gitkeep,0,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/00 - Inbox/build-proposals/.gitkeep,0,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/.claude/settings.json,600,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/.claude/rules/architect.md,588,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/.claude/rules/projects.md,1322,untracked,secret_risk_path_name_only
00 - Inbox/replication-kit/seed/.claude/rules/telegram.md,1072,untracked,secret_risk_path_name_only
.cursor/hooks/deny_secret_read.py,623,tracked,secret_risk_path_name_only
